description,address,type,price,size,bedrooms,bathrooms,parking_spaces,modo
"CLN 201 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 42 m²,1.400,42 m²,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,Aluguel Loja 60 m²,1.600,60 m²,,,,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,Aluguel Loja 80 m²,3.800,80 m²,,,1 Vaga,aluguel
"SRES Quadra 10 Bloco T, VELHO, CRUZEIRO",,Aluguel Casa 118 m²,6.800,118 m²,4 Quartos,,3 Vagas,aluguel
"SEPN 504 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 45 m²,1.250,45 m²,,,,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,Aluguel Loja 200 m²,12.000,200 m²,,,,aluguel
"SQNW 110 Bloco G, NOROESTE, BRASILIA",,Aluguel Apartamento 155 m²,12.000,155 m²,4 Quartos,,2 Vagas,aluguel
"Avenida Dom Bosco Bloco 790, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Apartamento 67 m²,1.800,67 m²,2 Quartos,,,aluguel
"Rua 24, NORTE, AGUAS CLARAS",,Aluguel Loja 62 m²,2.300,62 m²,,,,aluguel
"SQNW 108 Bloco J, NOROESTE, BRASILIA",,Aluguel Apartamento 153 m²,9.500,153 m²,3 Quartos,,2 Vagas,aluguel
"CRS 505 Bloco A, ASA SUL, BRASILIA",,Aluguel Ponto Comercial 72 m²,2.500,72 m²,,,,aluguel
"STN Bloco O, ASA NORTE, BRASILIA",,Aluguel Sala 24 m²,500,24 m²,,,,aluguel
"QNN 26 Conjunto H, CEILANDIA SUL, CEILANDIA",,Aluguel Casa 154 m²,2.000,154 m²,3 Quartos,,1 Vaga,aluguel
"Rodovia BR 020, ALTO DA BOA VISTA, SOBRADINHO",,Aluguel Loja 30 m²,2.800,30 m²,,,,aluguel
"Rodovia BR 020, ALTO DA BOA VISTA, SOBRADINHO",,Aluguel Loja 25 m²,1.700,25 m²,,,,aluguel
"SQS 409 Bloco S, ASA SUL, BRASILIA",,Aluguel Apartamento 65 m²,3.200,65 m²,2 Quartos,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 175 m²,6.750,175 m²,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 117 m²,5.500,117 m²,,,,aluguel
"Condomínio São Francisco II, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 345 m²,4.400,345 m²,2 Quartos,,4 Vagas,aluguel
"SBN Quadra 02 Bloco J, ASA NORTE, BRASILIA",,Aluguel Sala 33 m²,800,33 m²,,,,aluguel
"Quadra 206, SUL, AGUAS CLARAS",,Aluguel Apartamento 67 m²,2.200,67 m²,2 Quartos,,1 Vaga,aluguel
"Rua COPAIBA, NORTE, AGUAS CLARAS",,Aluguel Sala 36 m²,2.000,36 m²,,,1 Vaga,aluguel
"SHLN, ASA NORTE, BRASILIA",,Aluguel Sala 334 m²,40.000,334 m²,,,11 Vagas,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Apartamento 30 m²,800,30 m²,1 Quarto,,,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Sala 37 m²,1.200,37 m²,,,,aluguel
"CLSW 101 Bloco C, SUDOESTE, BRASILIA",,Aluguel Loja 52 m²,2.800,52 m²,,,,aluguel
"Rua COPAIBA, SUL, AGUAS CLARAS",,Aluguel Apartamento 45 m²,1.980,45 m²,2 Quartos,,1 Vaga,aluguel
"QN 512 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Sala 500 m²,5.000,500 m²,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Loja 120 m²,9.900,120 m²,,,,aluguel
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",,Aluguel Sala 27 m²,1.100,27 m²,,,,aluguel
"QE 11, GUARA I, GUARA",,Aluguel Sala 38 m²,2.721,38 m²,,,72 Vagas,aluguel
"SMPW Quadra 25 Conjunto 1, PARK WAY, BRASILIA",,Aluguel Casa 4070 m²,8.500,4070 m²,10 Quartos,,6 Vagas,aluguel
"EQNM 17/19 Bloco E, CEILANDIA SUL, CEILANDIA",,Aluguel Loja 140 m²,2.400,140 m²,,,,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,Aluguel Apartamento 33 m²,1.100,33 m²,1 Quarto,,1 Vaga,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Sala 77 m²,3.650,77 m²,,,,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Apartamento 30 m²,800,30 m²,1 Quarto,,,aluguel
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 650 m²,16.900,650 m²,5 Quartos,,2 Vagas,aluguel
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",,Aluguel Loja 26 m²,3.500,26 m²,,,,aluguel
"Rua 18, GUARA II, GUARA",,Aluguel Apartamento 70 m²,1.450,70 m²,2 Quartos,,,aluguel
"QS 404, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Loja 200 m²,15.000,200 m²,,,,aluguel
"QMSW 6, SUDOESTE, BRASILIA",,Aluguel Kitnet 30 m²,1.400,30 m²,1 Quarto,,,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Loja 236 m²,23.000,236 m²,,,,aluguel
"SCS Quadra 4, ASA SUL, BRASILIA",,Aluguel Sala 590 m²,6.850,590 m²,,,,aluguel
"Altiplano Leste, JARDIM BOTANICO, BRASILIA",,"Aluguel Rural 0,12 ha",30.000,,,,20 Vagas,aluguel
"Quadra 205, SUL, AGUAS CLARAS",,Aluguel Apartamento 243 m²,7.100,243 m²,4 Quartos,,3 Vagas,aluguel
"SQS 216 Bloco C, ASA SUL, BRASILIA",,Aluguel Apartamento 167 m²,8.200,167 m²,3 Quartos,,1 Vaga,aluguel
"QND 60, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 500 m²,5.500,500 m²,4 Quartos,,3 Vagas,aluguel
"SQN 312 Bloco F, ASA NORTE, BRASILIA",,Aluguel Apartamento 80 m²,5.500,80 m²,2 Quartos,,,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 363 m²,10.900,363 m²,5 Quartos,,2 Vagas,aluguel
"Quadra 4 Conjunto 5 Lote 6, PARANOA, PARANOA",,Aluguel Galpão 2500 m²,5.000,2500 m²,,,,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Apartamento 30 m²,800,30 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Ouro Vermelho I, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 295 m²,5.900,295 m²,3 Quartos,,2 Vagas,aluguel
"SAUS Quadra 4, ASA SUL, BRASILIA",,Aluguel Garagem 12 m²,200,12 m²,,,1 Vaga,aluguel
"Área Especial 02, CEILANDIA NORTE, CEILANDIA",,Aluguel Loja 60 m²,1.800,60 m²,,,,aluguel
"Rua 2A, VILA SAO JOSE, SAO SEBASTIAO",,Aluguel Apartamento 38 m²,600,38 m²,1 Quarto,,,aluguel
"Quadra 2 Conjunto A, SOBRADINHO, SOBRADINHO",,Aluguel Loja 52 m²,2.000,52 m²,,,,aluguel
"CNA 4, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Apartamento 65 m²,1.500,65 m²,2 Quartos,,,aluguel
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,Aluguel Garagem,150,,,,1 Vaga,aluguel
"Quadra 4, DEL LAGO I, PARANOA",,Aluguel Apartamento 35 m²,850,35 m²,1 Quarto,,,aluguel
"EQS 114/115, ASA SUL, BRASILIA",,Aluguel Sala 29 m²,2.650,29 m²,,,,aluguel
"SHTN Trecho 2, ASA NORTE, BRASILIA",,Aluguel Apartamento 47 m²,6.200,47 m²,2 Quartos,,2 Vagas,aluguel
"C 12 St Area Especiais 02, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 30 m²,380,30 m²,,,,aluguel
"Quadra 55, SETOR CENTRAL, GAMA",,Aluguel Apartamento 45 m²,1.020,45 m²,2 Quartos,,,aluguel
"SHIS QI 15, LAGO SUL, BRASILIA",,Aluguel Casa 435 m²,13.500,435 m²,5 Quartos,,4 Vagas,aluguel
"SRTVN, ASA NORTE, BRASILIA",,Aluguel Sala 32 m²,950,32 m²,,,,aluguel
"Rua 37, SUL, AGUAS CLARAS",,Aluguel Apartamento 58 m²,2.400,58 m²,2 Quartos,,1 Vaga,aluguel
"QNM 2 Conjunto D, CEILANDIA NORTE, CEILANDIA",,Aluguel Prédio 1166 m²,26.500,1166 m²,,,,aluguel
"QE 40 Conjunto J, GUARA II, GUARA",,Aluguel Apartamento 45 m²,1.000,45 m²,2 Quartos,,,aluguel
"Quadra 2 Conjunto A, SOBRADINHO, SOBRADINHO",,Aluguel Apartamento 40 m²,1.300,40 m²,1 Quarto,,,aluguel
"CLN 203 Bloco D, ASA NORTE, BRASILIA",,Aluguel Apartamento 32 m²,1.950,32 m²,1 Quarto,,,aluguel
"Rua 26, NORTE, AGUAS CLARAS",,Aluguel Apartamento 146 m²,5.600,146 m²,4 Quartos,,,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Sala 30 m²,1.294,30 m²,,,,aluguel
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 32 m²,1.000,32 m²,,,,aluguel
"QR 614 Conjunto 11, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Loja 250 m²,3.500,250 m²,,,,aluguel
"CLN 215 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 35 m²,1.300,35 m²,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",,Aluguel Loja 631 m²,13.800,631 m²,,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,Aluguel Apartamento 39 m²,2.000,39 m²,1 Quarto,,1 Vaga,aluguel
"SMPW Quadra 7, PARK WAY, BRASILIA",,Aluguel Casa Condominio 1180 m²,23.000,1180 m²,7 Quartos,,8 Vagas,aluguel
"SMPW Quadra 20 Conjunto 4, PARK WAY, BRASILIA",,Aluguel Casa 400 m²,13.000,400 m²,5 Quartos,,2 Vagas,aluguel
"SQNW 309 Bloco J, NOROESTE, BRASILIA",,Aluguel Apartamento 76 m²,5.600,76 m²,1 Quarto,,1 Vaga,aluguel
"SCN Quadra 2 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 32 m²,1.700,32 m²,,,,aluguel
"CLSW 102 Bloco C, SUDOESTE, BRASILIA",,Aluguel Loja 214 m²,22.000,214 m²,,,,aluguel
"SEPS 713/913, ASA SUL, BRASILIA",,Aluguel Kitnet 26 m²,2.000,26 m²,1 Quarto,,,aluguel
"SQNW 302 Bloco C, NOROESTE, BRASILIA",,Aluguel Apartamento 150 m²,10.500,150 m²,4 Quartos,,3 Vagas,aluguel
"Quadra 301 Conjunto 7, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 54 m²,2.000,54 m²,2 Quartos,,1 Vaga,aluguel
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",,Aluguel Sala 33 m²,1.200,33 m²,,,1 Vaga,aluguel
"SCS Quadra 01 Bloco E Lote 30, ASA SUL, BRASILIA",,Aluguel Loja 150 m²,4.500,150 m²,,,,aluguel
"SQNW 306 Bloco E, NOROESTE, BRASILIA",,Aluguel Apartamento 159 m²,12.000,159 m²,3 Quartos,,2 Vagas,aluguel
"STRC Trecho 4, SETOR INDUSTRIAL, GUARA",,Aluguel Prédio 300 m²,13.000,300 m²,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 621 m²,42.000,621 m²,,,15 Vagas,aluguel
"SHIS QL 12, LAGO SUL, BRASILIA",,Aluguel Casa 1087 m²,60.000,1087 m²,17 Quartos,,30 Vagas,aluguel
"SAUS Quadra 5, ASA SUL, BRASILIA",,Aluguel Prédio 4862 m²,250.000,4862 m²,,,57 Vagas,aluguel
"Chacará 137, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Apartamento 79 m²,1.550,79 m²,2 Quartos,,,aluguel
"SQN 216 Bloco K, ASA NORTE, BRASILIA",,Aluguel Apartamento 115 m²,6.000,115 m²,3 Quartos,,1 Vaga,aluguel
"SCRN 708/709 Bloco B, ASA NORTE, BRASILIA",,Aluguel Loja 1000 m²,27.000,1000 m²,,,,aluguel
"SAAN Quadra 4, SAAN, SETOR INDUSTRIAL",,Aluguel Galpão 4800 m²,100.000,4800 m²,,,,aluguel
"Sala para locação, 32m²","Asa Sul, SRTVS Conjunto L Lote 38",,800,32,-,1,1,Aluguel,aluguel
"Sala para locação, 26,46m²","Asa Sul, SGAS 910",,850,"26,46",-,1,-,Aluguel,aluguel
"Sala para locação, 24,56m²","Lago Norte, CA 11",,890,"24,56",-,1,1,Aluguel,aluguel
"Conjunto de salas para locação, 30,8m²","Asa Sul, SRTVS Bloco K",,900,"30,8",-,1,1,Aluguel,aluguel
"Conjunto de salas para locação, 30,8m²","Centro, SRTVS Bloco K",,900,"30,8",-,1,1,Aluguel,aluguel
"Sala para locação, 30,8m²","Centro, SRTVS Bloco K",,900,"30,8",-,1,1,Aluguel,aluguel
"Sala para locação, 30,8m²","Asa Sul, SRTVS Bloco K",,900,"30,8",-,1,1,Aluguel,aluguel
"Sala para locação, 33m²","Asa Norte, SRTVN Quadra 701 Conjunto C",,980,33,-,1,-,Aluguel,aluguel
"Sala para locação, 27m²","Asa Sul, SGAS 910",,1.000,27,-,2,-,Aluguel,aluguel
"Apartamento 1 quarto para locação, 28m²","Asa Norte, SCLRN 703 BLOCO C, 0",,1.100,28,1,1,-,Aluguel,aluguel
"Sala para locação, 33m²","Asa Norte, SRTVN Conjunto C",,1.200,33,-,1,1,Aluguel,aluguel
"Sala para locação, 80m²","Asa Sul, SRTVS Bloco E Lotes 2-4, 0",,1.300,80,-,1,-,Aluguel,aluguel
"Conjunto de salas para locação, 645,7m²","Asa Sul, SDS Bloco M",,1.400,"645,7",-,6,-,Aluguel,aluguel
"Loja para locação, 52,27m²","Asa Norte, SHLN",,1.490,"52,27",-,1,-,Aluguel,aluguel
"Sala para locação, 33m²","Asa Norte, SRTVN Conjunto C",,980,33,-,1,-,Aluguel,aluguel
"Loja para locação, 52,36m²","Asa Norte, CLN 203 BLOCO D",,3.500,"52,36",-,2,-,Aluguel,aluguel
"Loja para locação, 102,44m²","Asa Norte, SRTVN Quadra 701 Conjunto C",,6.000,"102,44",-,1,-,Aluguel,aluguel
"Casa para locação, 312m²","Jardim Botânico, Condomínio Ouro Vermelho II",,6.500,312,3,2,1,Aluguel,aluguel
"Casa para locação, 312m²","Setor Habitacional Jardim Botânico, Condomínio Ouro Vermelho II",,6.500,312,3,2,1,Aluguel,aluguel
"Casa em condomínio para locação, 312m²","Setor Habitacional Jardim Botânico, Condomínio Ouro Vermelho II",,6.500,312,3,2,1,Aluguel,aluguel
"Casa em condomínio para locação, 312m²","Jardim Botânico, Condomínio Ouro Vermelho II",,6.500,312,3,2,1,Aluguel,aluguel
"Casa para locação, 700m²","Lago Sul, SHIS QI 11 Conjunto 3",,25.000,700,4,6,4,Aluguel,aluguel
"Loja para locação, 30m²","Asa Norte, CLN 316 BLOCO B, 0",,650,30,-,1,-,Aluguel,aluguel
"Sala para locação, 32,9m²","Asa Norte, SRTVN Conjunto C, 0",,650,"32,9",-,1,-,Aluguel,aluguel
"Loja para locação, 28m²","Asa Norte, CLN 410 BLOCO C",,690,28,-,1,-,Aluguel,aluguel
"Ponto comercial para locação, 28m²","Asa Norte, CLN 410 BLOCO C",,690,28,-,1,-,Aluguel,aluguel
"Sala para locação, 34m²","Centro, SRTVS",,795,34,-,1,-,Aluguel,aluguel
"Sala para locação, 34m²","Asa Sul, SRTVS",,795,34,-,1,-,Aluguel,aluguel
"Sala para locação, 33m²","Asa Norte, SRTVN Quadra 701 Conjunto C",,950,33,-,1,-,Aluguel,aluguel
"Casa para locação, 250m²","Jardim Botânico, Condomínio Privê Morada Sul Etapa C",,9.500,250,4,3,2,Aluguel,aluguel
"Casa para locação, 250m²","Setor Habitacional Jardim Botânico, Condomínio Privê Morada Sul Etapa C",,9.500,250,4,3,2,Aluguel,aluguel
"Casa em condomínio para locação, 250m²","Setor Habitacional Jardim Botânico, Condomínio Privê Morada Sul Etapa C",,9.500,250,4,3,2,Aluguel,aluguel
"Casa em condomínio para locação, 250m²","Jardim Botânico, Condomínio Privê Morada Sul Etapa C",,9.500,250,4,3,2,Aluguel,aluguel
"Prédio para locação, 1.550m²","Asa Sul, CRS 502",,45.000,1.550,-,-,4,Aluguel,aluguel
"Loja para locação, 27,31m²","Asa Norte, CLN 212 BLOCO A",,650,"27,31",-,1,-,Aluguel,aluguel
"Sala para locação, 33m²","Asa Norte, SBN Quadra 2 Bloco J",,800,33,-,1,-,Aluguel,aluguel
"Sala para locação, 48,31m²","Asa Norte, SCN QUADRA 1",,900,"48,31",-,1,1,Aluguel,aluguel
"Sala para locação, 25,15m²","Asa Sul, SAUS Quadra 5 Bloco N Lote 2",,900,"25,15",-,1,-,Aluguel,aluguel
"Sala para locação, 24,56m²","Lago Norte, CA 11",,1.200,"24,56",-,1,1,Aluguel,aluguel
"Sala para locação, 45,92m²","Asa Norte, SEPN 504 BLOCO B",,1.250,"45,92",-,2,-,Aluguel,aluguel
"Clínica para locação, 32,31m²","Asa Sul, SEPS 709-909",,2.200,"32,31",-,2,1,Aluguel,aluguel
"Sala para locação, 59,24m²","Asa Sul, SHLS",,2.200,"59,24",-,2,-,Aluguel,aluguel
"Sobrado para locação, 600m²","Lago Norte, SHIN QI 12 Conjunto 1",,14.900,600,5,8,4,Aluguel,aluguel
"Loja para locação, 220m²","Jardins Mangueiral, Praça de Atividades 5",,16.600,220,-,-,-,Aluguel,aluguel
"Loja para locação, 220m²","Jardins Mangueiral, Praça de Atividades 5",,20.300,220,-,-,-,Aluguel,aluguel
"Loja para locação, 330m²","Jardins Mangueiral, Praça de Atividades 5",,28.600,330,-,-,-,Aluguel,aluguel
"Loja para locação, 106,43m²","Jardins Mangueiral, Praça de Atividades 5",,3.800,"106,43",-,-,-,Aluguel,aluguel
"Casa para locação, 240m²","Asa Sul, SHIGS 715",,6.500,240,6,7,2,Aluguel,aluguel
"Casa para locação, 4.070m²",Park Way,,8.500,4.070,10,9,6,Aluguel,aluguel
"Casa em condomínio para locação, 4.070m²",Park Way,,8.500,4.070,10,9,6,Aluguel,aluguel
"Casa para locação, 500m²","Jardim Botânico, Condomínio Jardim Botânico V",,15.000,500,5,9,2,Aluguel,aluguel
"Casa em condomínio para locação, 500m²","Jardim Botânico, Condomínio Jardim Botânico V",,15.000,500,5,9,2,Aluguel,aluguel
"Apartamento 4 quartos para locação, 347m²","PARK SUL, SGCV (St Garagens e Conces de Veículos)",,25.000,347,4,6,4,Aluguel,aluguel
"Cobertura para locação, 347m²","PARK SUL, SGCV (St Garagens e Conces de Veículos)",,25.000,347,4,6,4,Aluguel,aluguel
"Casa para locação, 200m²","Lago Sul, SHIS QI 28 Chácaras 1 a 6",,13.000,200,3,4,2,Aluguel,aluguel
"Casa para locação, 750m²","Lago Norte, SHIN QI 5 Conjunto 7",,20.000,750,5,8,4,Aluguel,aluguel
"Sala para locação, 32,31m²","Asa Sul, SEPS 709-909",,2.200,"32,31",-,2,1,Aluguel,aluguel
"Loja para locação, 106,43m²","Jardins Mangueiral, Praça de Atividades 5",,3.800,"106,43",-,-,-,Aluguel,aluguel
"Apartamento 2 quartos para locação, 64,04m²","PARK SUL, SOF Sul Quadra 15 Conjunto A",,4.000,"64,04",2,1,1,Aluguel,aluguel
"Apartamento 1 quarto para locação, 37,9m²","Centro, SHTN",,4.100,"37,9",1,1,1,Aluguel,aluguel
"Apartamento 1 quarto para locação, 37,9m²","Asa Norte, SHTN",,4.100,"37,9",1,1,1,Aluguel,aluguel
"Loja para locação, 106,43m²","Jardins Mangueiral, Praça de Atividades 5",,4.500,"106,43",-,-,-,Aluguel,aluguel
"Apartamento 2 quartos para locação, 78,75m²","Asa Norte, SQN 406 BLOCO F",,5.000,"78,75",2,2,-,Aluguel,aluguel
"Apartamento 2 quartos para locação, 77,13m²","Noroeste, SQNW 108 Bloco I",,5.200,"77,13",2,3,1,Aluguel,aluguel
"Apartamento 2 quartos para locação, 77,71m²","Noroeste, SQNW 109",,6.500,"77,71",2,2,2,Aluguel,aluguel
"Apartamento 3 quartos para locação, 142,82m²","Asa Sul, SQS 202",,7.100,"142,82",3,3,1,Aluguel,aluguel
"Loja para locação, 220m²","Jardins Mangueiral, Praça de Atividades 5",,8.300,220,-,-,-,Aluguel,aluguel
"Loja para locação, 220m²","Jardins Mangueiral, Praça de Atividades 5",,8.500,220,-,-,-,Aluguel,aluguel
"Loja para locação, 161,4m²","PARK SUL, SOF Sul Quadra 15 Conjunto A",,10.200,"161,4",-,3,-,Aluguel,aluguel
"Casa para locação, 600m²","Lago Norte, SHIN QI 12 Conjunto 1",,14.900,600,5,8,4,Aluguel,aluguel
