description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,1100.0,34.0,,,1.0,aluguel
"SHIS QI 23 Bloco B, LAGO SUL, BRASILIA",,sala,1800.0,43.0,,,,aluguel
"SCES Trecho 2, ASA SUL, BRASILIA",,sala,7110.0,13.0,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,sala,3725.0,33.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1400.0,27.0,,,,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,sala,400.0,32.0,,,,aluguel
"CSB 2, TAGUATINGA SUL, TAGUATINGA",,sala,1300.0,41.0,,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,sala,3965.0,58.0,,,1.0,aluguel
"SGAN 607 Módulo B, ASA NORTE, BRASILIA",,sala,1500.0,29.0,,,1.0,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,15000.0,147.0,,,2.0,aluguel
"Quadra 103, RECANTO DAS EMAS, RECANTO DAS EMAS",,sala,1500.0,75.0,,,,aluguel
"SAUS Quadra 4, ASA SUL, BRASILIA",,sala,2200.0,51.0,,,,aluguel
"SRTVS Bloco K, ASA SUL, BRASILIA",,sala,1000.0,35.0,,,1.0,aluguel
"Avenida Central Área Especial 19, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,sala,600.0,45.0,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,sala,67800.0,645.0,,,22.0,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,900.0,26.0,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,sala,1200.0,40.0,,,,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,sala,11262.0,187.0,,,,aluguel
"QNA 16, TAGUATINGA NORTE, TAGUATINGA",,sala,12000.0,460.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,720.0,45.0,,,,aluguel
"CLN 104 Bloco C, ASA NORTE, BRASILIA",,sala,1000.0,35.0,,,,aluguel
"SCN Quadra 1 Bloco G, ASA NORTE, BRASILIA",,sala,6228.0,95.0,,,,aluguel
"SHLS Bloco L, ASA SUL, BRASILIA",,sala,900.0,38.0,,,,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,sala,1000.0,27.0,,,,aluguel
"CLN 116 Bloco H, ASA NORTE, BRASILIA",,sala,1000.0,35.0,,,,aluguel
"SCS Quadra 02 Bloco C Lote 34/35, ASA SUL, BRASILIA",,sala,3500.0,230.0,,,,aluguel
"SMAS, PARK SUL, BRASILIA",,sala,19620.0,218.0,,,7.0,aluguel
"EQS 414/415, ASA SUL, BRASILIA",,sala,1950.0,85.0,,,1.0,aluguel
"EQN 502/503, ASA NORTE, BRASILIA",,sala,120000.0,1200.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1300.0,33.0,,,,aluguel
"SCRN 706/707 Bloco A, ASA NORTE, BRASILIA",,sala,3200.0,64.0,,,,aluguel
"SCS Quadra 02 Bloco B Lote 20, ASA SUL, BRASILIA",,sala,1425.0,57.0,,,,aluguel
"SRTVS, ASA SUL, BRASILIA",,sala,1400.0,30.0,,,1.0,aluguel
"SAI SO, SETOR INDUSTRIAL, GUARA",,sala,88680.0,1109.0,,,,aluguel
"SGAN 610, ASA NORTE, BRASILIA",,sala,120000.0,2400.0,,,,aluguel
"CNA 3, TAGUATINGA NORTE, TAGUATINGA",,sala,600.0,35.0,,,,aluguel
"Avenida Central Blocos 227/359, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,sala,500.0,28.0,,,,aluguel
"SMAS, PARK SUL, BRASILIA",,sala,21870.0,243.0,,,7.0,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,3000.0,76.0,,,1.0,aluguel
"SAUS Quadra 05 Bloco M Lote 01, ASA SUL, BRASILIA",,sala,2800.0,88.0,,,1.0,aluguel
"SGCV Lote 15, PARK SUL, BRASILIA",,sala,1593.0,28.0,,,,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,sala,600.0,33.0,,,,aluguel
"SBN Quadra 01 Bloco B Lote 14, ASA NORTE, BRASILIA",,sala,100.0,168.0,,,2.0,aluguel
"SRTVS Bloco K, ASA SUL, BRASILIA",,sala,850.0,43.0,,,,aluguel
"CLN 211, ASA NORTE, BRASILIA",,sala,800.0,23.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,850.0,35.0,,,,aluguel
"SRTVS, ASA SUL, BRASILIA",,sala,800.0,32.0,,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,sala,1100.0,27.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,834.0,23.0,,,,aluguel
"SRTVS, ASA SUL, BRASILIA",,sala,1200.0,31.0,,,1.0,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,18650.0,385.0,,,7.0,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,sala,1100.0,30.0,,,,aluguel
"SCN Quadra 2 Bloco B, ASA NORTE, BRASILIA",,sala,1700.0,32.0,,,,aluguel
"SRTVS Bloco E LoteS 2/4, ASA SUL, BRASILIA",,sala,4400.0,92.0,,,,aluguel
"Rua 5, NORTE, AGUAS CLARAS",,sala,2700.0,33.0,,,,aluguel
"SCRN 706/707 Bloco F, ASA NORTE, BRASILIA",,sala,2500.0,59.0,,,,aluguel
"SHLN, ASA NORTE, BRASILIA",,sala,1600.0,30.0,,,,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,sala,1400.0,41.0,,,,aluguel
"QS 110 Conjunto 6, SAMAMBAIA SUL, SAMAMBAIA",,sala,1300.0,33.0,,,,aluguel
"SCRN 706/707 Bloco A, ASA NORTE, BRASILIA",,sala,490.0,35.0,,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,sala,1982.0,29.0,,,1.0,aluguel
"SHLS, ASA SUL, BRASILIA",,sala,3000.0,43.0,,,1.0,aluguel
"CA 01, LAGO NORTE, BRASILIA",,sala,1200.0,31.0,,,,aluguel
"SEPS 707/907, ASA SUL, BRASILIA",,sala,165000.0,1500.0,,,,aluguel
"QN 5 Conjunto 7, RIACHO FUNDO, RIACHO FUNDO",,sala,1200.0,20.0,,,,aluguel
"CLN 211, ASA NORTE, BRASILIA",,sala,800.0,20.0,,,,aluguel
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",,sala,850.0,27.0,,,1.0,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,700.0,30.0,,,1.0,aluguel
"Rua 12, NORTE, AGUAS CLARAS",,sala,48000.0,650.0,,,,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,sala,6500.0,100.0,,,1.0,aluguel
"Rua ARARIBA, SUL, AGUAS CLARAS",,sala,3500.0,35.0,,,1.0,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,800.0,25.0,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,sala,12500.0,214.0,,,,aluguel
"SEPS 707/907, ASA SUL, BRASILIA",,sala,21589.0,196.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,1400.0,40.0,,,,aluguel
"C 12 Lote Único, TAGUATINGA CENTRO, TAGUATINGA",,sala,750.0,23.0,1.0,,,aluguel
"EQ 52/54, SETOR CENTRAL, GAMA",,sala,4250.0,168.0,,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,sala,3900.0,45.0,,,,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,sala,1100.0,27.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,880.0,35.0,,,,aluguel
"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",,sala,1800.0,40.0,,,,aluguel
"SCS Quadra 7, ASA SUL, BRASILIA",,sala,5000.0,112.0,,,,aluguel
"SBS Quadra 1, ASA SUL, BRASILIA",,sala,900.0,40.0,,,,aluguel
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",,sala,1500.0,50.0,,,,aluguel
"CLN 112 Bloco D, ASA NORTE, BRASILIA",,sala,1100.0,36.0,,,,aluguel
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",,sala,34000.0,490.0,,,11.0,aluguel
"SHN Quadra 5, ASA NORTE, BRASILIA",,sala,30000.0,307.0,,,1.0,aluguel
"SRTVN LOTE P, ASA NORTE, BRASILIA",,sala,1400.0,62.0,,,2.0,aluguel
"SCN Quadra 2, ASA NORTE, BRASILIA",,sala,45700.0,494.0,,,11.0,aluguel
"QND 2, TAGUATINGA NORTE, TAGUATINGA",,sala,850.0,30.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,800.0,33.0,,,1.0,aluguel
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",,sala,700.0,33.0,,,,aluguel
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",,sala,3200.0,62.0,,,1.0,aluguel
"SMAS, PARK SUL, BRASILIA",,sala,21870.0,243.0,,,7.0,aluguel
"QND 28, TAGUATINGA NORTE, TAGUATINGA",,sala,900.0,49.0,,,,aluguel
"SCS Quadra 01 Bloco E Lote 30, ASA SUL, BRASILIA",,sala,650.0,30.0,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,730.0,33.0,,,1.0,aluguel
"CRS 513, ASA SUL, BRASILIA",,sala,600.0,15.0,,,,aluguel
"CNA 1, TAGUATINGA NORTE, TAGUATINGA",,sala,800.0,32.0,,,,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,sala,2485.0,36.0,,,1.0,aluguel
"CLN 215 Bloco B, ASA NORTE, BRASILIA",,sala,1300.0,35.0,,,,aluguel
"SCS Quadra 04 Bloco A Lote 169, ASA SUL, BRASILIA",,sala,6000.0,430.0,,,2.0,aluguel
"SEPS 714/914, ASA SUL, BRASILIA",,sala,2000.0,50.0,,,,aluguel
"Avenida Gomes Rabelo, SETOR TRADICIONAL, PLANALTINA",,sala,10500.0,300.0,,,,aluguel
"SCIA Quadra 14 Conjunto 9, SCIA, SETOR INDUSTRIAL",,sala,3000.0,78.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,43000.0,780.0,,,14.0,aluguel
"Chacará 181, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,sala,8800.0,120.0,,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,sala,2100.0,51.0,,,1.0,aluguel
"SCS Quadra 07 Bloco A, ASA SUL, BRASILIA",,sala,7999.0,109.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,600.0,27.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,650.0,30.0,,,1.0,aluguel
"QNA 16, TAGUATINGA NORTE, TAGUATINGA",,sala,12000.0,460.0,,,,aluguel
"CA 01, LAGO NORTE, BRASILIA",,sala,1300.0,30.0,,,,aluguel
"SCN Quadra 2, ASA NORTE, BRASILIA",,sala,47700.0,891.0,,,16.0,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,sala,1700.0,26.0,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,sala,1400.0,36.0,,,1.0,aluguel
"CNM 2 Bloco A, CEILANDIA CENTRO, CEILANDIA",,sala,800.0,38.0,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,sala,18044.0,180.0,,,6.0,aluguel
"Rua 16, NORTE, AGUAS CLARAS",,sala,4900.0,170.0,,,1.0,aluguel
"SCN Quadra 4 Bloco B, ASA NORTE, BRASILIA",,sala,45600.0,769.0,,,14.0,aluguel
"QE 7 Bloco C, GUARA I, GUARA",,sala,1200.0,35.0,,,,aluguel
"SHS Quadra 6 Conjunto A Bloco C, ASA SUL, BRASILIA",,sala,3522.0,35.0,,,,aluguel
"EQN 502/503, ASA NORTE, BRASILIA",,sala,120000.0,1200.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,650.0,27.0,,,,aluguel
"CLN 413 Bloco A, ASA NORTE, BRASILIA",,sala,750.0,27.0,,,,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,sala,4000.0,45.0,,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,sala,990.0,30.0,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,sala,88395.0,841.0,,,28.0,aluguel
"SDS Bloco F E G Lote Lote 41, ASA SUL, BRASILIA",,sala,1800.0,142.0,,,,aluguel
"SEPN 506 Bloco D, ASA NORTE, BRASILIA",,sala,480.0,20.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,20000.0,318.0,,,6.0,aluguel
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",,sala,1100.0,33.0,,,,aluguel
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",,sala,1843.0,40.0,,,,aluguel
"CA 01, LAGO NORTE, BRASILIA",,sala,1000.0,27.0,,,,aluguel
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",,sala,3000.0,66.0,,,2.0,aluguel
"SCN Quadra 4 Bloco B, ASA NORTE, BRASILIA",,sala,37800.0,600.0,,,14.0,aluguel
"SBN Quadra 02 Bloco F, ASA NORTE, BRASILIA",,sala,900.0,30.0,,,,aluguel
"SCS Quadra 02 Bloco D Lote 81, ASA SUL, BRASILIA",,sala,1200.0,43.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,60000.0,788.0,,,15.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,1000.0,31.0,,,,aluguel
"SCN Quadra 4 Bloco B, ASA NORTE, BRASILIA",,sala,45265.0,805.0,,,15.0,aluguel
"SEPN 504 Bloco C, ASA NORTE, BRASILIA",,sala,800.0,40.0,,,1.0,aluguel
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",,sala,18000.0,305.0,,,7.0,aluguel
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",,sala,1700.0,33.0,,,,aluguel
"SCN Quadra 2, ASA NORTE, BRASILIA",,sala,18000.0,279.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,1100.0,30.0,,,1.0,aluguel
"SCS Quadra 2, ASA SUL, BRASILIA",,sala,2500.0,110.0,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,800.0,33.0,,,1.0,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,19000.0,321.0,,,3.0,aluguel
"SCN Quadra 4 Bloco B, ASA NORTE, BRASILIA",,sala,43465.0,776.0,,,14.0,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1669.0,36.0,,,1.0,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,700.0,39.0,,,,aluguel
"SCS Quadra 4, ASA SUL, BRASILIA",,sala,760.0,45.0,,,,aluguel
"SCN Quadra 4 Bloco B, ASA NORTE, BRASILIA",,sala,18650.0,384.0,,,7.0,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,sala,3000.0,75.0,,,,aluguel
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",,sala,2500.0,60.0,,,2.0,aluguel
"CLN 215 Bloco B, ASA NORTE, BRASILIA",,sala,1200.0,33.0,,,,aluguel
"SCS Quadra 03 Bloco A ENTRADA A/B Lote 40, ASA SUL, BRASILIA",,sala,3000.0,440.0,,,,aluguel
"SCS Quadra 01 Bloco L Lote 17, ASA SUL, BRASILIA",,sala,600.0,30.0,,,1.0,aluguel
"QND 14, TAGUATINGA NORTE, TAGUATINGA",,sala,800.0,30.0,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,sala,109603.0,1043.0,,,35.0,aluguel
"SAUS Quadra 3, ASA SUL, BRASILIA",,sala,1300.0,24.0,,,1.0,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,sala,600.0,29.0,,,,aluguel
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",,sala,3300.0,66.0,,,2.0,aluguel
"QND 28, TAGUATINGA NORTE, TAGUATINGA",,sala,1950.0,60.0,,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,sala,2900.0,71.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,100000.0,749.0,,,5.0,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,sala,39540.0,376.0,,,13.0,aluguel
"QNM 17, CEILANDIA SUL, CEILANDIA",,sala,990.0,25.0,,,,aluguel
"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",,sala,1500.0,45.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,3800.0,101.0,,,3.0,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,sala,7500.0,67.0,,,,aluguel
"SRTVS, ASA SUL, BRASILIA",,sala,3500.0,90.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,43700.0,774.0,,,14.0,aluguel
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",,sala,1900.0,110.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,18650.0,348.0,,,7.0,aluguel
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,sala,1400.0,39.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,850.0,30.0,,,,aluguel
"QNM 1 Conjunto H, CEILANDIA SUL, CEILANDIA",,sala,800.0,28.0,,,,aluguel
"SIG Quadra 6, SIG, BRASILIA",,sala,3000.0,45.0,,,1.0,aluguel
"CSB 02 LoteS 1/4, TAGUATINGA CENTRO, TAGUATINGA",,sala,1100.0,32.0,,,,aluguel
"SHCSW CHSW Blocos 3/4/5, SUDOESTE, BRASILIA",,sala,5400.0,69.0,,,1.0,aluguel
"SCS Quadra 06 Bloco A Lote 71, ASA SUL, BRASILIA",,sala,500.0,38.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,600.0,30.0,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,sala,3000.0,50.0,,,,aluguel
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,sala,1700.0,30.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,2800.0,85.0,,,,aluguel
"Quadra 103, RECANTO DAS EMAS, RECANTO DAS EMAS",,sala,1700.0,90.0,,,,aluguel
"SIG Quadra 2, SIG, BRASILIA",,sala,270000.0,1800.0,,,,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,sala,1100.0,33.0,,,1.0,aluguel
"AOS 02/8, OCTOGONAL, BRASILIA",,sala,3200.0,74.0,,,,aluguel
"SCS Quadra 04 Bloco A Lote 169, ASA SUL, BRASILIA",,sala,6000.0,430.0,,,1.0,aluguel
"SRTVS Bloco K, ASA SUL, BRASILIA",,sala,1500.0,51.0,,,,aluguel
"CLN 211, ASA NORTE, BRASILIA",,sala,850.0,20.0,,,,aluguel
"SRTVS, ASA SUL, BRASILIA",,sala,1100.0,38.0,,,1.0,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,20000.0,321.0,,,3.0,aluguel
"SRTVS, ASA SUL, BRASILIA",,sala,896.0,33.0,,,1.0,aluguel
"SCRN 706/707 Bloco A, ASA NORTE, BRASILIA",,sala,1200.0,34.0,,,1.0,aluguel
"SBS Quadra 02 Bloco S Lote 01, ASA SUL, BRASILIA",,sala,1600.0,60.0,,,,aluguel
"CLS 407 Bloco A, ASA SUL, BRASILIA",,sala,1800.0,35.0,,,,aluguel
"SCN Quadra 2, ASA NORTE, BRASILIA",,sala,950.0,33.0,,,,aluguel
"SAUS Quadra 3, ASA SUL, BRASILIA",,sala,1880.0,54.0,,,2.0,aluguel
"SHLS Bloco L, ASA SUL, BRASILIA",,sala,9000.0,100.0,,,2.0,aluguel
"Quadra 103 Conjunto 14, RECANTO DAS EMAS, RECANTO DAS EMAS",,sala,3000.0,165.0,,,,aluguel
"CLN 103 Bloco B, ASA NORTE, BRASILIA",,sala,950.0,29.0,,,,aluguel
"SHS Quadra 6 Conjunto A, ASA SUL, BRASILIA",,sala,3308.0,33.0,,,,aluguel
"EQS 114/115, ASA SUL, BRASILIA",,sala,2650.0,29.0,,,,aluguel
"Alameda Gravatá Quadra 301, NORTE, AGUAS CLARAS",,sala,5800.0,110.0,,,,aluguel
"SIG Quadra 8, SIG, BRASILIA",,sala,1620.0,60.0,,,,aluguel
"CRS 512 Bloco A, ASA SUL, BRASILIA",,sala,8499.0,200.0,,,,aluguel
"QS 404 Conjunto A, SAMAMBAIA NORTE, SAMAMBAIA",,sala,4000.0,200.0,,,,aluguel
"STN Bloco M, ASA NORTE, BRASILIA",,sala,1400.0,48.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,1200.0,35.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,700.0,34.0,,,1.0,aluguel
"SMHN Quadra 2 Bloco A, ASA NORTE, BRASILIA",,sala,1400.0,44.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,1200.0,27.0,,,,aluguel
"CA 07, LAGO NORTE, BRASILIA",,sala,1000.0,30.0,,,,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,sala,2000.0,137.0,,,,aluguel
"EQ 31/33, GUARA II, GUARA",,sala,1300.0,49.0,,,,aluguel
"QND 13, TAGUATINGA NORTE, TAGUATINGA",,sala,999.0,52.0,,,,aluguel
"Quadra 104 Conjunto 5, RECANTO DAS EMAS, RECANTO DAS EMAS",,sala,700.0,40.0,,,,aluguel
"SRTVN, ASA NORTE, BRASILIA",,sala,800.0,33.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,850.0,29.0,,,,aluguel
"SEPN 509, ASA NORTE, BRASILIA",,sala,600.0,35.0,,,1.0,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,sala,800.0,32.0,,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,sala,980.0,27.0,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,800.0,32.0,,,1.0,aluguel
"SCS Quadra 02 Bloco D Lote 81, ASA SUL, BRASILIA",,sala,1000.0,43.0,,,,aluguel
"SCS Quadra 03 Bloco A ENTRADA A/B Lote 40, ASA SUL, BRASILIA",,sala,550.0,45.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,1200.0,28.0,,,,aluguel
"SHN Quadra 1 Bloco A, ASA NORTE, BRASILIA",,sala,12000.0,162.0,,,6.0,aluguel
"SIG Quadra 8, SIG, BRASILIA",,sala,6500.0,160.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,800.0,32.0,,,1.0,aluguel
"SCS Quadra 04 Bloco A Lote 219/237, ASA SUL, BRASILIA",,sala,0.0,709.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,2400.0,90.0,,,,aluguel
"SHLS, ASA SUL, BRASILIA",,sala,2200.0,41.0,,,1.0,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,sala,400.0,30.0,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,sala,4800.0,33.0,,,1.0,aluguel
"SRTVN, ASA NORTE, BRASILIA",,sala,850.0,28.0,,,,aluguel
"Rua COPAIBA, SUL, AGUAS CLARAS",,sala,3100.0,50.0,,,,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,sala,1800.0,73.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,4000.0,125.0,,,,aluguel
"CSB 02 LoteS 1/4, TAGUATINGA CENTRO, TAGUATINGA",,sala,1100.0,32.0,,,,aluguel
"QNA 16, TAGUATINGA NORTE, TAGUATINGA",,sala,15000.0,482.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,699.0,30.0,,,,aluguel
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",,sala,33930.0,491.0,,,11.0,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,648.0,30.0,,,,aluguel
"Terceira Avenida Bloco 870, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,sala,2500.0,68.0,,,,aluguel
"QE 11 Área Especial J, GUARA I, GUARA",,sala,3384.0,48.0,,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,sala,8500.0,102.0,,,,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,22640.0,283.0,,,3.0,aluguel
"CA 11, LAGO NORTE, BRASILIA",,sala,1500.0,52.0,,,,aluguel
"SCN Quadra 1 Bloco G, ASA NORTE, BRASILIA",,sala,2898.0,44.0,,,,aluguel
"SHLS, ASA SUL, BRASILIA",,sala,1600.0,45.0,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,sala,1500.0,28.0,,,1.0,aluguel
"SCS Quadra 04 Bloco A Lote 169, ASA SUL, BRASILIA",,sala,7000.0,430.0,,,1.0,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,sala,38000.0,437.0,,,,aluguel
"CRS 502 Bloco A, ASA SUL, BRASILIA",,sala,1500.0,60.0,,,,aluguel
"STN, ASA NORTE, BRASILIA",,sala,950.0,19.0,,,,aluguel
"SAAN Quadra 3, SAAN, SETOR INDUSTRIAL",,sala,4000.0,93.0,,,,aluguel
"SCN Quadra 1 Bloco F, ASA NORTE, BRASILIA",,sala,8900.0,142.0,,,4.0,aluguel
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",,sala,650.0,32.0,,,,aluguel
"SEPN 514 Bloco D, ASA NORTE, BRASILIA",,sala,540000.0,6358.0,,,,aluguel
"SAUS Quadra 3, ASA SUL, BRASILIA",,sala,1000.0,27.0,,,,aluguel
"QSB 2, TAGUATINGA SUL, TAGUATINGA",,sala,1200.0,44.0,,,,aluguel
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,sala,2100.0,47.0,,,1.0,aluguel
"QSA 11, TAGUATINGA SUL, TAGUATINGA",,sala,1000.0,36.0,,,,aluguel
"SCS Quadra 04 Bloco A Lote 169, ASA SUL, BRASILIA",,sala,7000.0,430.0,,,1.0,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,sala,1200.0,32.0,,,,aluguel
"SMHN Quadra 2 Bloco B, ASA NORTE, BRASILIA",,sala,2600.0,30.0,,,1.0,aluguel
"CRS 510 Bloco C, ASA SUL, BRASILIA",,sala,8000.0,181.0,,,,aluguel
"STRC Trecho 1, SETOR INDUSTRIAL, GUARA",,sala,2100.0,36.0,,,1.0,aluguel
"SIAQuadra 3 C, SIA, SETOR INDUSTRIAL",,sala,900.0,37.0,,,,aluguel
"QNM 34 Conjunto D2, TAGUATINGA NORTE, TAGUATINGA",,sala,1400.0,35.0,,,,aluguel
"SIA Trecho 1, SIA, SETOR INDUSTRIAL",,sala,61000.0,1018.0,,,199.0,aluguel
