description,address,type,price,size,bedrooms,bathrooms,parking_spaces,modo
"QRSW 8 Bloco A 13, SUDOESTE, BRASILIA",,Aluguel Apartamento 60 m²,2.900,60 m²,2 Quartos,,,aluguel
"Quadra 2 Conjunto 12, TAQUARI, BRASILIA",,Aluguel Casa 400 m²,9.900,400 m²,3 Quartos,,4 Vagas,aluguel
"QE 40, GUARA II, GUARA",,Aluguel Apartamento 27 m²,1.200,27 m²,1 Quarto,,,aluguel
"Quadra 501 Conjunto 2, ITAPOA PARQUE, PARANOA",,Aluguel Apartamento 46 m²,1.200,46 m²,2 Quartos,,,aluguel
"SBS Quadra 02 Bloco S Lote 01, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,1.500,30 m²,,,1 Vaga,aluguel
"Agrícola Águas Claras Chacará 54, GUARA I, GUARA",,Aluguel Loja 600 m²,15.000,600 m²,,,,aluguel
"QS 1 Rua 210, AREAL, AGUAS CLARAS",,Aluguel Sala 30 m²,1.000,30 m²,,,1 Vaga,aluguel
"SCS Quadra 2, ASA SUL, BRASILIA",,Aluguel Garagem 12 m²,150,12 m²,,,1 Vaga,aluguel
"SDS Bloco H, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,400,30 m²,,,,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Apartamento 52 m²,3.400,52 m²,2 Quartos,,1 Vaga,aluguel
"SIA Trecho 17 Rua 17, SIA, SETOR INDUSTRIAL",,Aluguel Prédio 1171 m²,40.000,1171 m²,,,,aluguel
"SQN 405 Bloco A, ASA NORTE, BRASILIA",,Aluguel Apartamento 78 m²,5.000,78 m²,3 Quartos,,,aluguel
"SCIA Quadra 14 Conjunto 5, SCIA, SETOR INDUSTRIAL",,Aluguel Sala 30 m²,750,30 m²,,,,aluguel
"SQSW 305 Bloco H, SUDOESTE, BRASILIA",,Aluguel Apartamento 160 m²,12.000,160 m²,3 Quartos,,2 Vagas,aluguel
"Condominio Lago Sul, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 543 m²,10.800,543 m²,4 Quartos,,4 Vagas,aluguel
"SCS Quadra 2, ASA SUL, BRASILIA",,Aluguel Sala 85 m²,1.950,85 m²,,,,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 730 m²,8.500,730 m²,6 Quartos,,2 Vagas,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,Aluguel Sala 67 m²,7.500,67 m²,,,,aluguel
"SCN Quadra 01 Bloco A, ASA NORTE, BRASILIA",,Aluguel Loja 702 m²,42.999,702 m²,,,8 Vagas,aluguel
"QE 54, GUARA II, GUARA",,Aluguel Casa Condominio 350 m²,5.000,350 m²,3 Quartos,,4 Vagas,aluguel
"SQSW 100 Bloco F, SUDOESTE, BRASILIA",,Aluguel Hotel Flat 25 m²,2.300,25 m²,1 Quarto,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,Aluguel Loja 52 m²,3.200,52 m²,,,1 Vaga,aluguel
"SEPS 712/912 Lote B, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,800,33 m²,,,1 Vaga,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,Aluguel Sala 30 m²,950,30 m²,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 749 m²,100.000,749 m²,,,5 Vagas,aluguel
"QNF 3, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 40 m²,1.000,40 m²,,,,aluguel
"Avenida Jequitibá, SUL, AGUAS CLARAS",,Aluguel Loja 38 m²,1.500,38 m²,,,,aluguel
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,Aluguel Apartamento 110 m²,5.400,110 m²,3 Quartos,,1 Vaga,aluguel
"SHIN QI 2 Conjunto 2, LAGO NORTE, BRASILIA",,Aluguel Casa 725 m²,30.990,725 m²,5 Quartos,,6 Vagas,aluguel
"CSG 13, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 34 m²,2.100,34 m²,1 Quarto,,1 Vaga,aluguel
"SMPW Quadra 1 Conjunto 3, PARK WAY, BRASILIA",,Aluguel Casa Condominio 487 m²,20.000,487 m²,4 Quartos,,2 Vagas,aluguel
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,Aluguel Sala 39 m²,1.400,39 m²,,,,aluguel
"Rua 00, NUCLEO RURAL LAGO OESTE, SOBRADINHO",,Aluguel Casa 330 m²,8.500,330 m²,4 Quartos,,10 Vagas,aluguel
"SBN Quadra 01 Bloco B Lote 14, ASA NORTE, BRASILIA",,Aluguel Sala 168 m²,100,168 m²,,,2 Vagas,aluguel
"RODOVIA BR 060, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Galpão 3200 m²,96.000,3200 m²,,,,aluguel
"SHS Quadra 02 Bloco J, ASA SUL, BRASILIA",,Aluguel Hotel Flat 55 m²,5.000,55 m²,1 Quarto,,,aluguel
"QS 9 Rua 100, AREAL, AGUAS CLARAS",,Aluguel Apartamento 35 m²,1.400,35 m²,1 Quarto,,1 Vaga,aluguel
"SEPS 713/913, ASA SUL, BRASILIA",,Aluguel Kitnet 33 m²,1.650,33 m²,1 Quarto,,,aluguel
"Avenida Central Área Especial 19, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Sala 45 m²,600,45 m²,,,,aluguel
"SMAS Trecho 1 C, PARK SUL, BRASILIA",,Aluguel Apartamento 77 m²,4.800,77 m²,2 Quartos,,2 Vagas,aluguel
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",,Aluguel Loja 50 m²,2.500,50 m²,,,,aluguel
"Rua 5, SUL, AGUAS CLARAS",,Aluguel Apartamento 63 m²,3.500,63 m²,2 Quartos,,1 Vaga,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,Aluguel Loja 70 m²,3.200,70 m²,,,,aluguel
"Rua 1, VICENTE PIRES, VICENTE PIRES",,Aluguel Casa Condominio 350 m²,5.700,350 m²,4 Quartos,,4 Vagas,aluguel
"Rua BURITI, NORTE, AGUAS CLARAS",,Aluguel Loja 31 m²,1.800,31 m²,,,,aluguel
"SOFN Quadra 3 Conjunto A, SOF NORTE, SETOR INDUSTRIAL",,Aluguel Galpão 3600 m²,99.000,3600 m²,,,,aluguel
"SHIS QI 21 Bloco B, LAGO SUL, BRASILIA",,Aluguel Loja 168 m²,11.900,168 m²,,,,aluguel
"SAUS Quadra 5, ASA SUL, BRASILIA",,Aluguel Prédio 4588 m²,250.000,4588 m²,,,56 Vagas,aluguel
"QS 21 Conjunto 1, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Apartamento 80 m²,900,80 m²,3 Quartos,,1 Vaga,aluguel
"SHIS QI 11 Bloco N, LAGO SUL, BRASILIA",,Aluguel Loja 139 m²,6.700,139 m²,,,,aluguel
"CLN 413, ASA NORTE, BRASILIA",,Aluguel Sala 54 m²,1.800,54 m²,,,,aluguel
"SEPN 505, ASA NORTE, BRASILIA",,Aluguel Prédio 1665 m²,110.000,1665 m²,,,,aluguel
"SCIA Quadra 14 Conjunto 1, SCIA, SETOR INDUSTRIAL",,Aluguel Sala 35 m²,600,35 m²,,,,aluguel
"Condomínio Le Jardin, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 600 m²,9.900,600 m²,5 Quartos,,2 Vagas,aluguel
"SGCV Lote 13, PARK SUL, BRASILIA",,Aluguel Apartamento 52 m²,4.200,52 m²,2 Quartos,,1 Vaga,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,Aluguel Loja 135 m²,2.600,135 m²,,,,aluguel
"CCSW 3 Lote 2 Bloco 1, SUDOESTE, BRASILIA",,Aluguel Apartamento 72 m²,3.700,72 m²,2 Quartos,,1 Vaga,aluguel
"SHIS QI 19, LAGO SUL, BRASILIA",,Aluguel Casa 450 m²,18.000,450 m²,4 Quartos,,4 Vagas,aluguel
"Quadra 41, SETOR CENTRAL, GAMA",,Aluguel Casa 130 m²,2.800,130 m²,3 Quartos,,3 Vagas,aluguel
"SAUS Quadra 01 Bloco M Lote 04, ASA SUL, BRASILIA",,Aluguel Sala 80 m²,5.900,80 m²,,,2 Vagas,aluguel
"QSE Área Especial 16, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 100 m²,2.500,100 m²,,,,aluguel
"SCS Quadra 03 Bloco A Lote 120, ASA SUL, BRASILIA",,Aluguel Ponto Comercial 4228 m²,211.434,4228 m²,,,,aluguel
"Avenida Central Blocos 379/505, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Loja 150 m²,2.000,150 m²,,,,aluguel
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Apartamento 0 m²,1.650,0 m²,3 Quartos,,,aluguel
"CLN 203 Bloco D, ASA NORTE, BRASILIA",,Aluguel Apartamento 32 m²,1.950,32 m²,1 Quarto,,,aluguel
"SQSW 102 Bloco B, SUDOESTE, BRASILIA",,Aluguel Sala 50 m²,3.600,50 m²,,,,aluguel
"SQN 108 Bloco K, ASA NORTE, BRASILIA",,Aluguel Apartamento 123 m²,5.200,123 m²,3 Quartos,,1 Vaga,aluguel
"Rua RECIFE, PARQUE MARAJO, VALPARAISO DE GOIAS",,Aluguel Apartamento 49 m²,750,49 m²,2 Quartos,,1 Vaga,aluguel
"QN 7 Área Especial 1, RIACHO FUNDO, RIACHO FUNDO",,Aluguel Loja 870 m²,27.000,870 m²,,,10 Vagas,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,Aluguel Sala 40 m²,1.400,40 m²,,,,aluguel
"Quadra 2, JARDIM RORIZ, PLANALTINA",,Aluguel Loja 64 m²,950,64 m²,,,,aluguel
"QI 25 Lote 5/17, GUARA II, GUARA",,Aluguel Apartamento 88 m²,2.700,88 m²,2 Quartos,,1 Vaga,aluguel
"SIG Quadra 8, SIG, BRASILIA",,Aluguel Sala 160 m²,6.500,160 m²,,,,aluguel
"SHLN, ASA NORTE, BRASILIA",,Aluguel Prédio 9969 m²,498.462,9969 m²,,,,aluguel
"CL 201, SANTA MARIA, SANTA MARIA",,Aluguel Galpão 1600 m²,19.500,1600 m²,,,,aluguel
"Gemetris Chacará 1, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Ponto Comercial 400 m²,20.000,400 m²,,,18 Vagas,aluguel
"EQS 302/303, ASA SUL, BRASILIA",,Aluguel Garagem 12 m²,150,12 m²,,,,aluguel
"Rua 18, NORTE, AGUAS CLARAS",,Aluguel Apartamento 66 m²,2.800,66 m²,3 Quartos,,1 Vaga,aluguel
"CRS 506 Bloco A, ASA SUL, BRASILIA",,Aluguel Prédio 600 m²,17.000,600 m²,,,,aluguel
"QE 48 Conjunto A, GUARA II, GUARA",,Aluguel Loja 46 m²,3.700,46 m²,,,2 Vagas,aluguel
"Rua 9, SUL, AGUAS CLARAS",,Aluguel Loja 300 m²,25.000,300 m²,,,,aluguel
"CRS 511 Bloco B, ASA SUL, BRASILIA",,Aluguel Sala 40 m²,1.000,40 m²,,,,aluguel
"SBS Quadra 2, ASA SUL, BRASILIA",,Aluguel Sala 102 m²,5.000,102 m²,,,2 Vagas,aluguel
"SQS 206 Bloco H, ASA SUL, BRASILIA",,Aluguel Apartamento 150 m²,6.000,150 m²,3 Quartos,,1 Vaga,aluguel
"SHN Quadra 1 Bloco E, ASA NORTE, BRASILIA",,Aluguel Sala 1141 m²,115.000,1141 m²,,,10 Vagas,aluguel
"SQN 105, ASA NORTE, BRASILIA",,Aluguel Apartamento 115 m²,5.490,115 m²,3 Quartos,,,aluguel
"SCRN 712/713 Bloco H, ASA NORTE, BRASILIA",,Aluguel Loja 140 m²,2.250,140 m²,,,,aluguel
"Rua 4 Chacará 32, VICENTE PIRES, VICENTE PIRES",,Aluguel Apartamento 170 m²,5.000,170 m²,3 Quartos,,2 Vagas,aluguel
"Rua 4, VICENTE PIRES, VICENTE PIRES",,Aluguel Loja 90 m²,2.850,90 m²,,,,aluguel
"Quadra 2 Bloco F, ASA NORTE, BRASILIA",,Aluguel Sala 64 m²,3.180,64 m²,,,,aluguel
"Alameda das Acácias Quadra 107, NORTE, AGUAS CLARAS",,Aluguel Apartamento 139 m²,6.300,139 m²,3 Quartos,,2 Vagas,aluguel
"QS 122 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 50 m²,1.200,50 m²,2 Quartos,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 113 m²,21.551,113 m²,,,,aluguel
"SQN 112 Bloco I, ASA NORTE, BRASILIA",,Aluguel Apartamento 131 m²,7.200,131 m²,2 Quartos,,1 Vaga,aluguel
"SCS Quadra 02 Bloco C Lote 104, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,300,30 m²,,,,aluguel
"Rua 4, VICENTE PIRES, VICENTE PIRES",,Aluguel Kitnet 22 m²,630,22 m²,1 Quarto,,1 Vaga,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,Aluguel Loja 63 m²,2.900,63 m²,,,,aluguel
"QN 410 Conjunto G, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Sala 1800 m²,20.000,1800 m²,,,,aluguel
"QC 10, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Apartamento 48 m²,2.100,48 m²,2 Quartos,,1 Vaga,aluguel
"Rua 36, SUL, AGUAS CLARAS",,Aluguel Apartamento 105 m²,3.900,105 m²,4 Quartos,,1 Vaga,aluguel
"QRSW 6 Bloco B 2, SUDOESTE, BRASILIA",,Aluguel Apartamento 74 m²,3.000,74 m²,2 Quartos,,,aluguel
"CLN 202 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 189 m²,7.000,189 m²,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,Aluguel Sala 43 m²,1.400,43 m²,,,1 Vaga,aluguel
"Polo de Desenv Juscelino Kubitschek Trecho 1 Conjunto 10, SANTA MARIA, SANTA MARIA",,Aluguel Galpão 14200 m²,400.000,14200 m²,,,,aluguel
"CLN 103 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 38 m²,800,38 m²,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,Aluguel Sala 45 m²,550,45 m²,,,1 Vaga,aluguel
"QI 22, GUARA I, GUARA",,Aluguel Loja 240 m²,5.200,240 m²,,,,aluguel
"Condomínio Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO",,Aluguel Casa Condominio 400 m²,5.900,400 m²,4 Quartos,,4 Vagas,aluguel
"Condomínio Quintas do Sol, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 400 m²,7.900,400 m²,3 Quartos,,2 Vagas,aluguel
"QS 111, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 40 m²,450,40 m²,1 Quarto,,,aluguel
"SCN Quadra 4, ASA NORTE, BRASILIA",,Aluguel Sala 789 m²,49.000,789 m²,,,15 Vagas,aluguel
"Quadra 406 Conjunto O, RECANTO DAS EMAS, RECANTO DAS EMAS",,Aluguel Casa 60 m²,1.039,60 m²,2 Quartos,,2 Vagas,aluguel
"QC 5 Conjunto 3, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Prédio 7800 m²,380.000,7800 m²,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 26 m²,900,26 m²,,,,aluguel
"Rua 1, VICENTE PIRES, VICENTE PIRES",,Aluguel Loja 22 m²,1.800,22 m²,,,,aluguel
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 32 m²,4.800,32 m²,,,,aluguel
"CRS 504 Bloco C, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,800,30 m²,,,,aluguel
"Quadra 55, SETOR CENTRAL, GAMA",,Aluguel Apartamento 45 m²,1.020,45 m²,2 Quartos,,,aluguel
"QN 512 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Prédio 1000 m²,8.000,1000 m²,,,,aluguel
"SEPS 709/909, ASA SUL, BRASILIA",,Aluguel Sala 31 m²,2.300,31 m²,,,1 Vaga,aluguel
"SRES Quadra 7 Bloco D, VELHO, CRUZEIRO",,Aluguel Apartamento 90 m²,2.500,90 m²,2 Quartos,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,Aluguel Sala 30 m²,700,30 m²,,,,aluguel
"Terceira Avenida Área Especial 2, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Loja 96 m²,2.300,96 m²,,,,aluguel
"SIG Quadra 6, SIG, BRASILIA",,Aluguel Sala 45 m²,3.000,45 m²,,,1 Vaga,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Apartamento 30 m²,1.500,30 m²,1 Quarto,,1 Vaga,aluguel
"CCSW 4, SUDOESTE, BRASILIA",,Aluguel Kitnet 30 m²,1.800,30 m²,1 Quarto,,1 Vaga,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 150 m²,5.500,150 m²,1 Quarto,,,aluguel
"QE 7 Bloco C, GUARA I, GUARA",,Aluguel Sala 39 m²,1.200,39 m²,,,,aluguel
"Quadra K, GRANJA DO TORTO, BRASILIA",,Aluguel Casa 273 m²,4.700,273 m²,4 Quartos,,3 Vagas,aluguel
"Rua 12, NORTE, AGUAS CLARAS",,Aluguel Apartamento 70 m²,3.000,70 m²,2 Quartos,,1 Vaga,aluguel
"QR 210 Conjunto 3, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Apartamento 24 m²,750,24 m²,1 Quarto,,1 Vaga,aluguel
"RODOVIA BR 0020 KM 2,6, REGIAO DOS LAGOS, SOBRADINHO",,Aluguel Casa Condominio 762 m²,12.000,762 m²,4 Quartos,,6 Vagas,aluguel
"SHDB QL 32 Conjunto 7, LAGO SUL, BRASILIA",,Aluguel Casa Condominio 420 m²,8.500,420 m²,4 Quartos,,2 Vagas,aluguel
"SCRN 714/715 Bloco D, ASA NORTE, BRASILIA",,Aluguel Apartamento 28 m²,1.600,28 m²,1 Quarto,,,aluguel
"Rua 19, SUL, AGUAS CLARAS",,Aluguel Apartamento 70 m²,3.500,70 m²,2 Quartos,,1 Vaga,aluguel
"Itapoã, ITAPUA, PARANOA",,Aluguel Prédio 540 m²,6.000,540 m²,,,,aluguel
"SQSW 305, SUDOESTE, BRASILIA",,Aluguel Apartamento 300 m²,17.500,300 m²,4 Quartos,,3 Vagas,aluguel
"ADE Conjunto 25, ADE, AGUAS CLARAS",,Aluguel Galpão 3000 m²,50.000,3000 m²,,,,aluguel
"Quadra 9 Conjunto A, VARJAO, VARJAO",,Aluguel Apartamento 26 m²,801,26 m²,1 Quarto,,,aluguel
"QS 304, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Loja 917 m²,30.000,917 m²,,,30 Vagas,aluguel
"CLS 309 Bloco D, ASA SUL, BRASILIA",,Aluguel Loja 105 m²,6.500,105 m²,,,,aluguel
"CSA 1, TAGUATINGA SUL, TAGUATINGA",,Aluguel Ponto Comercial 7 m²,200,7 m²,,,1 Vaga,aluguel
"CLN 7 Bloco D, RIACHO FUNDO, RIACHO FUNDO",,Aluguel Kitnet 41 m²,750,41 m²,1 Quarto,,,aluguel
"Praça de Atividades 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 249 m²,15.000,249 m²,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 321 m²,20.000,321 m²,,,3 Vagas,aluguel
"QSA 17, TAGUATINGA SUL, TAGUATINGA",,Aluguel Casa 151 m²,4.200,151 m²,5 Quartos,,5 Vagas,aluguel
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",,Aluguel Apartamento 50 m²,1.700,50 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Ouro Vermelho I, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 175 m²,4.500,175 m²,2 Quartos,,,aluguel
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 90 m²,3.500,90 m²,,,,aluguel
"QNM 1 Conjunto H, CEILANDIA SUL, CEILANDIA",,Aluguel Sala 35 m²,800,35 m²,,,,aluguel
"Rua 3, NORTE, AGUAS CLARAS",,Aluguel Apartamento 36 m²,2.000,36 m²,1 Quarto,,1 Vaga,aluguel
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",,Aluguel Loja 25 m²,2.600,25 m²,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 63 m²,9.900,63 m²,,,,aluguel
"SCN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 100 m²,8.500,100 m²,,,2 Vagas,aluguel
"SCS Quadra 02 Bloco C Lote 34/35, ASA SUL, BRASILIA",,Aluguel Sala 230 m²,3.500,230 m²,,,,aluguel
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 150 m²,10.000,150 m²,,,,aluguel
"SOF SUL Quadra 8 Conjunto B, SOF SUL, SETOR INDUSTRIAL",,Aluguel Prédio 540 m²,26.000,540 m²,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,Aluguel Sala 70 m²,1.000,70 m²,,,,aluguel
"CNN 2 Bloco B, CEILANDIA CENTRO, CEILANDIA",,Aluguel Loja 50 m²,1.500,50 m²,,,,aluguel
"Quadra 210, SUL, AGUAS CLARAS",,Aluguel Apartamento 160 m²,6.900,160 m²,4 Quartos,,2 Vagas,aluguel
"SGAN 607 Módulo B, ASA NORTE, BRASILIA",,Aluguel Sala 29 m²,1.500,29 m²,,,1 Vaga,aluguel
"CLS 313 Bloco A, ASA SUL, BRASILIA",,Aluguel Loja 100 m²,6.000,100 m²,,,,aluguel
"SHIS QI 29 Bloco C, LAGO SUL, BRASILIA",,Aluguel Sala 25 m²,1.050,25 m²,,,,aluguel
"SHN Quadra 1 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 48 m²,2.000,48 m²,,,1 Vaga,aluguel
"SMPW Quadra 4 Conjunto 8, PARK WAY, BRASILIA",,Aluguel Lote/Terreno/Área 20000 m²,30.000,20000 m²,,,,aluguel
"SHIS QI 23 Conjunto 3, LAGO SUL, BRASILIA",,Aluguel Casa 580 m²,23.000,580 m²,4 Quartos,,12 Vagas,aluguel
"SCN Quadra 1 Bloco G, ASA NORTE, BRASILIA",,Aluguel Sala 95 m²,6.228,95 m²,,,,aluguel
"Quadra 101, NORTE, AGUAS CLARAS",,Aluguel Apartamento 70 m²,3.000,70 m²,2 Quartos,,1 Vaga,aluguel
"CSB 02 LoteS 1/4, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 46 m²,1.350,46 m²,,,,aluguel
"Condomínio Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO",,Aluguel Casa 150 m²,3.500,150 m²,2 Quartos,,,aluguel
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 34 m²,550,34 m²,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,Aluguel Sala 50 m²,3.000,50 m²,,,,aluguel
"CLN 215 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 28 m²,1.250,28 m²,,,,aluguel
"QND 2, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 35 m²,1.025,35 m²,,,,aluguel
"SHIS QI 25 Conjunto 4, LAGO SUL, BRASILIA",,Aluguel Casa 1300 m²,35.000,1300 m²,4 Quartos,,,aluguel
"Região dos Lagos, CONDOMINIO RK, SOBRADINHO",,Aluguel Apartamento 50 m²,2.300,50 m²,2 Quartos,,,aluguel
"SHIN QI 6 Conjunto 10, LAGO NORTE, BRASILIA",,Aluguel Casa 65 m²,4.500,65 m²,1 Quarto,,1 Vaga,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 36 m²,6.878,36 m²,,,,aluguel
"Rua 13, GUARA II, GUARA",,Aluguel Apartamento 55 m²,1.700,55 m²,2 Quartos,,,aluguel
"SHTN Trecho 2 Lote 3, ASA NORTE, BRASILIA",,Aluguel Hotel Flat 35 m²,5.500,35 m²,1 Quarto,,1 Vaga,aluguel
"COLONIA AGRICOLA SAMAMBAIA, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Casa 1000 m²,7.500,1000 m²,4 Quartos,,4 Vagas,aluguel
"CNA 3, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 35 m²,600,35 m²,,,,aluguel
"CSB 7, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 45 m²,1.200,45 m²,1 Quarto,,1 Vaga,aluguel
"CNM 2, CEILANDIA CENTRO, CEILANDIA",,Aluguel Lote/Terreno/Área 510 m²,38.000,510 m²,,,,aluguel
"SCLRN 714 Bloco F, ASA NORTE, BRASILIA",,Aluguel Loja 137 m²,2.300,137 m²,,,,aluguel
"Chacará 16, ZONA RURAL, RIACHO FUNDO",,Aluguel Apartamento 55 m²,800,55 m²,2 Quartos,,,aluguel
"SOFN Quadra 3, SOF NORTE, SETOR INDUSTRIAL",,Aluguel Galpão 3600 m²,120.000,3600 m²,,,,aluguel
"Quadra 102, NORTE, AGUAS CLARAS",,Aluguel Apartamento 87 m²,2.800,87 m²,3 Quartos,,2 Vagas,aluguel
"QE 48 Conjunto A, GUARA II, GUARA",,Aluguel Loja 81 m²,6.000,81 m²,,,1 Vaga,aluguel
"SMPW Quadra 3 Conjunto 1, PARK WAY, BRASILIA",,Aluguel Casa 200 m²,3.000,200 m²,3 Quartos,,1 Vaga,aluguel
"SHIS QI 29, LAGO SUL, BRASILIA",,Aluguel Casa 800 m²,10.900,800 m²,4 Quartos,,4 Vagas,aluguel
"SEPS 707/907, ASA SUL, BRASILIA",,Aluguel Sala 37 m²,1.550,37 m²,,,,aluguel
"SCS Quadra 2, ASA SUL, BRASILIA",,Aluguel Sala 85 m²,1.950,85 m²,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 54 m²,10.427,54 m²,,,,aluguel
"QS 404 Conjunto A, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Sala 200 m²,4.000,200 m²,,,,aluguel
"C 12 St Area Especiais 02, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 75 m²,1.500,75 m²,,,,aluguel
"Rua 9, SUL, AGUAS CLARAS",,Aluguel Apartamento 72 m²,3.100,72 m²,3 Quartos,,1 Vaga,aluguel
"QMSW 5 Lote 8, SUDOESTE, BRASILIA",,Aluguel Loja 60 m²,7.500,60 m²,,,,aluguel
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Apartamento 74 m²,1.700,74 m²,2 Quartos,,1 Vaga,aluguel
"Área Especial 4 Módulo A, GUARA II, GUARA",,Aluguel Loja 61 m²,1.450,61 m²,,,,aluguel
"CRS 504 Bloco C, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,800,30 m²,,,,aluguel
"QI 4 Bloco A, GUARA I, GUARA",,Aluguel Loja 98 m²,2.500,98 m²,,,,aluguel
"SEPN 504 Bloco C, ASA NORTE, BRASILIA",,Aluguel Sala 64 m²,950,64 m²,,,1 Vaga,aluguel
"SQSW 304 Bloco C, SUDOESTE, BRASILIA",,Aluguel Apartamento 77 m²,5.800,77 m²,2 Quartos,,1 Vaga,aluguel
"SQN 213, ASA NORTE, BRASILIA",,Aluguel Apartamento 105 m²,5.800,105 m²,2 Quartos,,1 Vaga,aluguel
