description,address,type,price,size,bedrooms,bathrooms,parking_spaces,modo
"SDN Lote Único, ASA NORTE, BRASILIA",,Aluguel Sala 48 m²,4.500,48 m²,,,,aluguel
"CCSW 5, SUDOESTE, BRASILIA",,Aluguel Kitnet 37 m²,1.400,37 m²,1 Quarto,,,aluguel
"SMPW Quadra 4 Conjunto 2, PARK WAY, BRASILIA",,Aluguel Casa 350 m²,8.690,350 m²,5 Quartos,,4 Vagas,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,800,32 m²,,,1 Vaga,aluguel
"SQS 204 Bloco C, ASA SUL, BRASILIA",,Aluguel Apartamento 82 m²,4.000,82 m²,3 Quartos,,1 Vaga,aluguel
"Rua 17, GUARA II, GUARA",,Aluguel Prédio 855 m²,21.000,855 m²,,,,aluguel
"QN 403, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Apartamento 34 m²,900,34 m²,1 Quarto,,1 Vaga,aluguel
"Rua 10 Chacará 178, VICENTE PIRES, VICENTE PIRES",,Aluguel Casa 450 m²,5.000,450 m²,3 Quartos,,2 Vagas,aluguel
"CNB 4, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 130 m²,1.900,130 m²,,,,aluguel
"QS 3, AREAL, AGUAS CLARAS",,Aluguel Sala 40 m²,2.800,40 m²,,,,aluguel
"CNA 4, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 25 m²,700,25 m²,,,,aluguel
"Avenida Central Blocos 518/680, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Sala 60 m²,1.200,60 m²,,,,aluguel
"CNC 2, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 280 m²,5.500,280 m²,,,,aluguel
"CSB 02 LoteS 1/4, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 572 m²,10.000,572 m²,,,,aluguel
"SHN Quadra 05 Bloco I, ASA NORTE, BRASILIA",,Aluguel Hotel Flat 59 m²,4.800,59 m²,1 Quarto,,,aluguel
"Rua 01, PARQUE SAO BERNARDO, VALPARAISO DE GOIAS",,Aluguel Ponto Comercial 270 m²,7.500,270 m²,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 45 m²,8.553,45 m²,,,,aluguel
"Rua 12, MORADA NOBRE, VALPARAISO DE GOIAS",,Aluguel Lote/Terreno/Área 300 m²,800,300 m²,,,,aluguel
"Avenida São Francisco, PONTE ALTA, GAMA",,Aluguel Loja 230 m²,8.000,230 m²,,,,aluguel
"Chacará 66A, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Apartamento 35 m²,1.000,35 m²,1 Quarto,,,aluguel
"Setor D Sul, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 55 m²,3.000,55 m²,,,,aluguel
"SCS Quadra 01 Bloco G Lote 30, ASA SUL, BRASILIA",,Aluguel Sala 39 m²,1.000,39 m²,,,,aluguel
"SIN, SETOR INDUSTRIAL, GUARA",,Aluguel Lote/Terreno/Área 15000 m²,60.000,15000 m²,,,,aluguel
"SHCES Quadra 105 Bloco C, NOVO, CRUZEIRO",,Aluguel Loja 36 m²,5.500,36 m²,,,,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,Aluguel Loja 42 m²,2.378,42 m²,,,,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 26 m²,1.700,26 m²,,,,aluguel
"Condomínio Santa Felicidade, JARDIM BOTANICO, BRASILIA",,Aluguel Galpão 400 m²,20.000,400 m²,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,Aluguel Apartamento 30 m²,1.900,30 m²,1 Quarto,,,aluguel
"Quadra 13, SETOR INDUSTRIAL, CEILANDIA",,Aluguel Apartamento 80 m²,2.400,80 m²,3 Quartos,,1 Vaga,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,Aluguel Sala 42 m²,2.378,42 m²,,,,aluguel
"CLS 208, ASA SUL, BRASILIA",,Aluguel Loja 150 m²,7.000,150 m²,,,,aluguel
"QSE 7, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 160 m²,4.000,160 m²,,,,aluguel
"SQS 212 Bloco F, ASA SUL, BRASILIA",,Aluguel Apartamento 194 m²,14.490,194 m²,3 Quartos,,2 Vagas,aluguel
"Condomínio Solar de Athenas, GRANDE COLORADO, SOBRADINHO",,Aluguel Sala 36 m²,750,36 m²,,,,aluguel
"QS 1 Rua 210, AREAL, AGUAS CLARAS",,Aluguel Loja 95 m²,3.270,95 m²,,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 28 m²,1.100,28 m²,,,1 Vaga,aluguel
"CNB 4, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 553 m²,28.000,553 m²,,,,aluguel
"SCN Quadra 2, ASA NORTE, BRASILIA",,Aluguel Sala 66 m²,4.000,66 m²,,,2 Vagas,aluguel
"SHIS QI 13, LAGO SUL, BRASILIA",,Aluguel Sala 46 m²,2.100,46 m²,,,,aluguel
"SHCES Quadra 505 Bloco C, NOVO, CRUZEIRO",,Aluguel Kitnet 25 m²,1.000,25 m²,1 Quarto,,,aluguel
"CLN 7 Bloco I, RIACHO FUNDO, RIACHO FUNDO",,Aluguel Kitnet 32 m²,1.250,32 m²,1 Quarto,,,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,Aluguel Loja 32 m²,3.200,32 m²,,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,Aluguel Loja 46 m²,3.500,46 m²,,,1 Vaga,aluguel
"Quadra 208, SUL, AGUAS CLARAS",,Aluguel Apartamento 67 m²,3.600,67 m²,2 Quartos,,1 Vaga,aluguel
"SHTN, ASA NORTE, BRASILIA",,Aluguel Hotel Flat 33 m²,2.900,33 m²,1 Quarto,,1 Vaga,aluguel
"SIG Quadra 3, SIG, BRASILIA",,Aluguel Prédio 318 m²,13.999,318 m²,,,,aluguel
"Colônia Agrícola Bernardo Sayão Chacará 01, GUARA II, GUARA",,Aluguel Loja 45 m²,1.300,45 m²,,,,aluguel
"Rua 5, VICENTE PIRES, VICENTE PIRES",,Aluguel Loja 500 m²,19.000,500 m²,,,10 Vagas,aluguel
"CNB 14 Lote 10, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 780 m²,9.000,780 m²,,,,aluguel
"SEPS 713/913, ASA SUL, BRASILIA",,Aluguel Apartamento 35 m²,3.700,35 m²,1 Quarto,,1 Vaga,aluguel
"QNA 55, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 360 m²,7.000,360 m²,5 Quartos,,4 Vagas,aluguel
"Rua 30, NORTE, AGUAS CLARAS",,Aluguel Apartamento 33 m²,1.800,33 m²,1 Quarto,,1 Vaga,aluguel
"Chacará 52, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Loja 150 m²,2.590,150 m²,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,Aluguel Sala 1803 m²,189.370,1803 m²,,,60 Vagas,aluguel
"QN 7F Conjunto 4, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Ponto Comercial 120 m²,1.700,120 m²,,,,aluguel
"QR 412 Conjunto 13, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Kitnet 38 m²,900,38 m²,1 Quarto,,,aluguel
"Rua 25, NORTE, AGUAS CLARAS",,Aluguel Apartamento 77 m²,3.200,77 m²,3 Quartos,,1 Vaga,aluguel
"SQS 415, ASA SUL, BRASILIA",,Aluguel Apartamento 52 m²,3.300,52 m²,2 Quartos,,,aluguel
"Quadra 302, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Loja 368 m²,19.000,368 m²,,,,aluguel
"SQN 307, ASA NORTE, BRASILIA",,Aluguel Apartamento 124 m²,5.800,124 m²,3 Quartos,,1 Vaga,aluguel
"QE 3, GUARA I, GUARA",,Aluguel Casa 400 m²,5.200,400 m²,4 Quartos,,,aluguel
"CLSW 104 Bloco C, SUDOESTE, BRASILIA",,Aluguel Loja 40 m²,2.500,40 m²,,,,aluguel
"QR 208 Conjunto 7 A, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Galpão 870 m²,20.000,870 m²,,,,aluguel
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",,Aluguel Casa Condominio 200 m²,5.500,200 m²,3 Quartos,,3 Vagas,aluguel
"CSA 1, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 522 m²,11.000,522 m²,,,2 Vagas,aluguel
"QE 40, GUARA II, GUARA",,Aluguel Apartamento 45 m²,800,45 m²,1 Quarto,,,aluguel
"Polo de Desenv Juscelino Kubitschek Trecho 5 Conjunto 3, PÓLO JK, SANTA MARIA",,Aluguel Galpão 9540 m²,248.000,9540 m²,,,,aluguel
"Avenida Central Área Especial 19, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Sala 45 m²,600,45 m²,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,Aluguel Sala 34 m²,1.600,34 m²,,,,aluguel
"SQN 116, ASA NORTE, BRASILIA",,Aluguel Apartamento 339 m²,22.000,339 m²,3 Quartos,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 27 m²,1.400,27 m²,,,,aluguel
"SCS Quadra 04 Bloco A Lote 169, ASA SUL, BRASILIA",,Aluguel Prédio 430 m²,7.000,430 m²,,,,aluguel
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,Aluguel Apartamento 62 m²,2.890,62 m²,2 Quartos,,1 Vaga,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Apartamento 180 m²,7.000,180 m²,4 Quartos,,3 Vagas,aluguel
"SEPS 712/912, ASA SUL, BRASILIA",,Aluguel Sala 42 m²,950,42 m²,,,1 Vaga,aluguel
"QNM 29 Área Especial J, CEILANDIA SUL, CEILANDIA",,Aluguel Apartamento 44 m²,1.580,44 m²,2 Quartos,,1 Vaga,aluguel
"SHDB QL 32 Conjunto 17, LAGO SUL, BRASILIA",,Aluguel Casa Condominio 60 m²,1.900,60 m²,1 Quarto,,1 Vaga,aluguel
"CCSW 1, SUDOESTE, BRASILIA",,Aluguel Kitnet 27 m²,3.500,27 m²,1 Quarto,,1 Vaga,aluguel
"SDS Bloco D Lote 27, ASA SUL, BRASILIA",,Aluguel Sala 52 m²,500,52 m²,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 50 m²,4.500,50 m²,,,,aluguel
"EQ 03/05, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 500 m²,25.000,500 m²,5 Quartos,,4 Vagas,aluguel
"SMHN 02 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 40 m²,1.650,40 m²,,,,aluguel
"QNC 11, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 270 m²,13.000,270 m²,,,,aluguel
"QI 31, GUARA II, GUARA",,Aluguel Sala 29 m²,790,29 m²,,,,aluguel
"Avenida Parque Águas Claras Quadra 301 Conjunto 04, NORTE, AGUAS CLARAS",,Aluguel Ponto Comercial 230 m²,8.000,230 m²,,,,aluguel
"QNG Área Especial 01 Lote 02, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 35 m²,700,35 m²,,,,aluguel
"SEPS 713/913, ASA SUL, BRASILIA",,Aluguel Kitnet 30 m²,1.900,30 m²,1 Quarto,,1 Vaga,aluguel
"QNM 19 Conjunto J, CEILANDIA SUL, CEILANDIA",,Aluguel Apartamento 90 m²,1.500,90 m²,2 Quartos,,,aluguel
"SCS Quadra 04 Bloco A Lote 209/217, ASA SUL, BRASILIA",,Aluguel Loja 377 m²,12.000,377 m²,,,,aluguel
"ADE Conjunto 29, ADE, AGUAS CLARAS",,Aluguel Ponto Comercial 58 m²,1.850,58 m²,,,,aluguel
"Avenida Central Blocos 990/1120, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Apartamento 64 m²,2.000,64 m²,3 Quartos,,,aluguel
"QUADRA C 12, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 30 m²,650,30 m²,,,,aluguel
"Quadra 206, SUL, AGUAS CLARAS",,Aluguel Apartamento 76 m²,4.300,76 m²,2 Quartos,,2 Vagas,aluguel
"CLN 107, ASA NORTE, BRASILIA",,Aluguel Loja 87 m²,11.000,87 m²,,,,aluguel
"SCS Quadra 01 Bloco L Lote 17, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,600,30 m²,,,1 Vaga,aluguel
"SCN Quadra 1 Bloco G, ASA NORTE, BRASILIA",,Aluguel Sala 44 m²,2.898,44 m²,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 23 m²,1.600,23 m²,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,Aluguel Loja 130 m²,52.400,130 m²,,,,aluguel
"CLS 404 Bloco C, ASA SUL, BRASILIA",,Aluguel Loja 260 m²,17.000,260 m²,,,,aluguel
"Rua 36, SUL, AGUAS CLARAS",,Aluguel Loja 152 m²,8.500,152 m²,,,,aluguel
"SETOR HABITACIONAL SOL NASCENTE, CEILANDIA SUL, CEILANDIA",,Aluguel Lote/Terreno/Área 3500 m²,10.000,3500 m²,,,,aluguel
"Alameda dos Eucaliptos Quadra 107, NORTE, AGUAS CLARAS",,Aluguel Loja 200 m²,18.000,200 m²,,,,aluguel
"SAUS Quadra 2, ASA SUL, BRASILIA",,Aluguel Prédio 2575 m²,120.000,2575 m²,,,32 Vagas,aluguel
"Quadra 202, SUL, AGUAS CLARAS",,Aluguel Apartamento 90 m²,3.000,90 m²,3 Quartos,,1 Vaga,aluguel
"SCS Quadra 02 Bloco C Lote 41, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,300,32 m²,,,,aluguel
"Rua 4, SUL, AGUAS CLARAS",,Aluguel Apartamento 120 m²,3.500,120 m²,3 Quartos,,1 Vaga,aluguel
"CLNW 10/11, NOROESTE, BRASILIA",,Aluguel Apartamento 52 m²,2.500,52 m²,1 Quarto,,2 Vagas,aluguel
"SHN Quadra 2, ASA NORTE, BRASILIA",,Aluguel Sala 32 m²,1.300,32 m²,,,,aluguel
"QNH Área Especial 18 à 231, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Apartamento 42 m²,520,42 m²,1 Quarto,,,aluguel
"EQS 414/415, ASA SUL, BRASILIA",,Aluguel Sala 110 m²,2.500,110 m²,,,1 Vaga,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 57 m²,10.845,57 m²,,,,aluguel
"QND 50, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 1260 m²,32.500,1260 m²,,,10 Vagas,aluguel
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",,Aluguel Sala 33 m²,1.200,33 m²,,,1 Vaga,aluguel
"CLN 303, ASA NORTE, BRASILIA",,Aluguel Loja 29 m²,1.000,29 m²,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",,Aluguel Loja 631 m²,13.800,631 m²,,,,aluguel
"Rua 8, NORTE, AGUAS CLARAS",,Aluguel Loja 43 m²,5.000,43 m²,,,,aluguel
"SAUS Quadra 5, ASA SUL, BRASILIA",,Aluguel Prédio 4862 m²,250.000,4862 m²,,,50 Vagas,aluguel
"Avenida Flamboyant, NORTE, AGUAS CLARAS",,Aluguel Apartamento 58 m²,2.600,58 m²,2 Quartos,,1 Vaga,aluguel
"QN 15C Conjunto 9, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Apartamento 52 m²,1.200,52 m²,2 Quartos,,,aluguel
"QND 59, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Lote/Terreno/Área 300 m²,1.800,300 m²,,,,aluguel
"Avenida Pau Brasil, SUL, AGUAS CLARAS",,Aluguel Apartamento 78 m²,3.200,78 m²,3 Quartos,,1 Vaga,aluguel
"SCN Quadra 01 Bloco A, ASA NORTE, BRASILIA",,Aluguel Prédio 351 m²,60,351 m²,,,8 Vagas,aluguel
"QNN 2, CEILANDIA SUL, CEILANDIA",,Aluguel Sala 44 m²,1.300,44 m²,,,,aluguel
"Rua 08, PARQUE ESPLANADA II, VALPARAISO DE GOIAS",,Aluguel Apartamento 45 m²,800,45 m²,2 Quartos,,,aluguel
"QN 29 Conjunto 10, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Apartamento 50 m²,1.000,50 m²,2 Quartos,,1 Vaga,aluguel
"SQS 414 Bloco N, ASA SUL, BRASILIA",,Aluguel Apartamento 86 m²,4.000,86 m²,3 Quartos,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,Aluguel Loja 78 m²,9.500,78 m²,,,1 Vaga,aluguel
"ADE Conjunto 02, ADE, NUCLEO BANDEIRANTE",,Aluguel Loja 1115 m²,35.000,1115 m²,,,,aluguel
"CLN 407, ASA NORTE, BRASILIA",,Aluguel Loja 22 m²,3.000,22 m²,,,,aluguel
"Rua 3 Chacará 82, VICENTE PIRES, VICENTE PIRES",,Aluguel Loja 130 m²,3.000,130 m²,,,,aluguel
"QSC 19, TAGUATINGA SUL, TAGUATINGA",,Aluguel Sala 100 m²,6.500,100 m²,,,,aluguel
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 32 m²,1.000,32 m²,,,,aluguel
"Quadra 101, NORTE, AGUAS CLARAS",,Aluguel Apartamento 163 m²,8.000,163 m²,4 Quartos,,3 Vagas,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Sala 45 m²,2.200,45 m²,,,,aluguel
"QS 404 Conjunto A, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Sala 200 m²,4.500,200 m²,,,,aluguel
"Quadra 106, NORTE, AGUAS CLARAS",,Aluguel Apartamento 147 m²,11.000,147 m²,3 Quartos,,2 Vagas,aluguel
"QR 2 Conjunto F, CANDANGOLANDIA, CANDANGOLANDIA",,Aluguel Casa 80 m²,2.100,80 m²,3 Quartos,,2 Vagas,aluguel
"SQN 203 Bloco F, ASA NORTE, BRASILIA",,Aluguel Apartamento 150 m²,6.500,150 m²,4 Quartos,,1 Vaga,aluguel
"SEPS 712/912, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,700,33 m²,,,1 Vaga,aluguel
"SCS Quadra 01 Bloco M Lote 30, ASA SUL, BRASILIA",,Aluguel Sala 20 m²,900,20 m²,,,,aluguel
"EQN 502/503, ASA NORTE, BRASILIA",,Aluguel Loja 1400 m²,210.000,1400 m²,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,Aluguel Sala 58 m²,4.500,58 m²,,,1 Vaga,aluguel
"CLN 115 Bloco D, ASA NORTE, BRASILIA",,Aluguel Kitnet 26 m²,1.000,26 m²,1 Quarto,,,aluguel
"SHN Quadra 05 Bloco I, ASA NORTE, BRASILIA",,Aluguel Sala 57 m²,3.100,57 m²,,,,aluguel
"QN 7F Conjunto 5, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Apartamento 85 m²,1.500,85 m²,2 Quartos,,1 Vaga,aluguel
"Quadra 28, SETOR DE CHACARAS ANHANGUERA B, VALPARAISO DE GOIAS",,Aluguel Apartamento 45 m²,650,45 m²,2 Quartos,,1 Vaga,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 33 m²,2.500,33 m²,1 Quarto,,1 Vaga,aluguel
"SHIS QL 12 Conjunto 3, LAGO SUL, BRASILIA",,Aluguel Casa Condominio 547 m²,15.000,547 m²,7 Quartos,,5 Vagas,aluguel
"SQNW 305 Bloco A, NOROESTE, BRASILIA",,Aluguel Apartamento 76 m²,5.400,76 m²,2 Quartos,,2 Vagas,aluguel
"CCSW 1 Lote 2, SUDOESTE, BRASILIA",,Aluguel Apartamento 140 m²,7.500,140 m²,3 Quartos,,1 Vaga,aluguel
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",,Aluguel Ponto Comercial 162 m²,12.000,162 m²,,,2 Vagas,aluguel
"Rua 34, SUL, AGUAS CLARAS",,Aluguel Apartamento 81 m²,2.400,81 m²,2 Quartos,,1 Vaga,aluguel
"SMAS, PARK SUL, BRASILIA",,Aluguel Sala 218 m²,19.620,218 m²,,,7 Vagas,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 400 m²,10.500,400 m²,4 Quartos,,4 Vagas,aluguel
"QN 312 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 33 m²,800,33 m²,1 Quarto,,,aluguel
"QS 12 Conjunto 9A, RIACHO FUNDO, RIACHO FUNDO",,Aluguel Apartamento 32 m²,1.000,32 m²,1 Quarto,,,aluguel
"CCSW 4, SUDOESTE, BRASILIA",,Aluguel Apartamento 100 m²,5.100,100 m²,3 Quartos,,2 Vagas,aluguel
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",,Aluguel Sala 40 m²,4.200,40 m²,,,1 Vaga,aluguel
"DF 150 KM 1,5, GRANDE COLORADO, SOBRADINHO",,Aluguel Kitnet 40 m²,1.100,40 m²,1 Quarto,,,aluguel
"QMSW 2, SUDOESTE, BRASILIA",,Aluguel Loja 200 m²,14.500,200 m²,,,2 Vagas,aluguel
"QI 7 Conjunto W, GUARA I, GUARA",,Aluguel Casa 164 m²,5.500,164 m²,4 Quartos,,1 Vaga,aluguel
"SQNW 108 Bloco H, NOROESTE, BRASILIA",,Aluguel Apartamento 76 m²,4.980,76 m²,2 Quartos,,1 Vaga,aluguel
"CLN 116, ASA NORTE, BRASILIA",,Aluguel Loja 30 m²,2.500,30 m²,,,,aluguel
"QNH 13, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 100 m²,1.800,100 m²,3 Quartos,,2 Vagas,aluguel
"Quadra 301 Conjunto 8, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 54 m²,2.300,54 m²,2 Quartos,,,aluguel
"QNA 13, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 60 m²,1.600,60 m²,,,,aluguel
"QR 418 Conjunto H, SANTA MARIA, SANTA MARIA",,Aluguel Casa 150 m²,1.000,150 m²,2 Quartos,,1 Vaga,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 42 m²,8.076,42 m²,,,,aluguel
"SQS 304 Bloco K, ASA SUL, BRASILIA",,Aluguel Apartamento 140 m²,6.800,140 m²,3 Quartos,,,aluguel
"QE 21 Conjunto E, GUARA II, GUARA",,Aluguel Casa 28 m²,1.200,28 m²,1 Quarto,,,aluguel
"Quadra C 1, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Loja 738 m²,19.000,738 m²,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 28 m²,850,28 m²,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 27 m²,1.300,27 m²,,,,aluguel
"QE 20 Área Especial L, GUARA I, GUARA",,Aluguel Loja 55 m²,2.100,55 m²,,,1 Vaga,aluguel
"Condomínio Estancia Jardim Botânico II, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 1300 m²,14.000,1300 m²,6 Quartos,,5 Vagas,aluguel
"SQNW 302 Bloco A, NOROESTE, BRASILIA",,Aluguel Apartamento 81 m²,6.500,81 m²,2 Quartos,,2 Vagas,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,Aluguel Loja 100 m²,5.650,100 m²,,,,aluguel
"SIAQuadra 4 C, SIA, SETOR INDUSTRIAL",,Aluguel Loja 150 m²,3.500,150 m²,,,,aluguel
"Avenida Flamboyant, NORTE, AGUAS CLARAS",,Aluguel Apartamento 36 m²,2.000,36 m²,1 Quarto,,1 Vaga,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 43 m²,2.800,43 m²,1 Quarto,,1 Vaga,aluguel
"CA 09, LAGO NORTE, BRASILIA",,Aluguel Apartamento 82 m²,3.500,82 m²,2 Quartos,,1 Vaga,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,1.100,33 m²,,,1 Vaga,aluguel
"QR 211 Conjunto C, SANTA MARIA, SANTA MARIA",,Aluguel Apartamento 60 m²,1.110,60 m²,2 Quartos,,,aluguel
"CNC 2, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 35 m²,500,35 m²,,,,aluguel
"QE 4 Conjunto E, GUARA I, GUARA",,Aluguel Kitnet 45 m²,1.250,45 m²,1 Quarto,,,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 44 m²,3.800,44 m²,1 Quarto,,1 Vaga,aluguel
"SQSW 105 Bloco D, SUDOESTE, BRASILIA",,Aluguel Apartamento 78 m²,4.500,78 m²,2 Quartos,,1 Vaga,aluguel
"SIG Quadra 6, SIG, BRASILIA",,Aluguel Galpão 200 m²,4.920,200 m²,,,,aluguel
"SDS Bloco O, ASA SUL, BRASILIA",,Aluguel Sala 45 m²,650,45 m²,,,,aluguel
"SEPS 709/909, ASA SUL, BRASILIA",,Aluguel Sala 42 m²,3.000,42 m²,,,1 Vaga,aluguel
"QMSW 5 Lote 8, SUDOESTE, BRASILIA",,Aluguel Apartamento 32 m²,2.600,32 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Ecológico Parque do Mirante, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 250 m²,3.300,250 m²,3 Quartos,,2 Vagas,aluguel
"QRSW 4 Bloco A 1, SUDOESTE, BRASILIA",,Aluguel Kitnet 33 m²,1.500,33 m²,1 Quarto,,,aluguel
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 896 m²,72.817,896 m²,,,15 Vagas,aluguel
"Condomínio Ouro Vermelho II, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 640 m²,5.500,640 m²,6 Quartos,,4 Vagas,aluguel
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,Aluguel Sala 30 m²,1.700,30 m²,,,,aluguel
"Rua 10B Chacará 131, VICENTE PIRES, VICENTE PIRES",,Aluguel Casa Condominio 300 m²,4.300,300 m²,3 Quartos,,3 Vagas,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 54 m²,10.431,54 m²,,,,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 43 m²,3.900,43 m²,1 Quarto,,1 Vaga,aluguel
"CLNW 10/11 Lote A, NOROESTE, BRASILIA",,Aluguel Loja 70 m²,6.800,70 m²,,,,aluguel
"SHTN Trecho 2 Lote 3, ASA NORTE, BRASILIA",,Aluguel Hotel Flat 30 m²,2.950,30 m²,1 Quarto,,1 Vaga,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,Aluguel Apartamento 138 m²,17.000,138 m²,3 Quartos,,3 Vagas,aluguel
"SGCV Lote 27, PARK SUL, BRASILIA",,Aluguel Apartamento 120 m²,1.850.000,120 m²,3 Quartos,,2 Vagas,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,Aluguel Sala 34 m²,1.100,34 m²,,,1 Vaga,aluguel
"CNA 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Prédio 1200 m²,25.000,1200 m²,,,,aluguel
"ADE 400 Conjunto 03, RECANTO DAS EMAS, RECANTO DAS EMAS",,Aluguel Loja 50 m²,1.000,50 m²,,,,aluguel
