description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type,latitude,longitude
"Rua 12A, METROPOLITANA, NUCLEO BANDEIRANTE",,casa,850000.0,200.0,4.0,,2.0,venda,-15.8789549,-47.9739748
"QR 506 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,casa,460000.0,120.0,5.0,,3.0,venda,-15.8830085,-48.076707
"QNA 12, TAGUATINGA NORTE, TAGUATINGA",,casa,1150.0,436.0,4.0,,3.0,venda,-15.8278487,-48.0552323
"Rua 8 Chacará 326, VIAL SAO JOSE, TAGUATINGA",,casa,650000.0,164.0,3.0,,4.0,venda,-15.8079893,-48.0634841
"Agrícola Águas Claras Chacará 47, GUARA I, GUARA",,casa,1599.0,450.0,5.0,,7.0,venda,-15.8554387,-48.0299807
"QE 28 Conjunto C, GUARA II, GUARA",,casa,850000.0,200.0,4.0,,3.0,venda,-15.8368003,-47.9845463
"QNM 19 Conjunto H, CEILANDIA SUL, CEILANDIA",,casa,520000.0,223.0,4.0,,2.0,venda,-15.8221512,-48.0971779
"Quadra Quadra 15, VALPARAISO II, VALPARAISO DE GOIAS",,casa,240000.0,148.0,2.0,,2.0,venda,-15.826691,-47.92182039999999
"QNO 5 Conjunto O, CEILANDIA NORTE, CEILANDIA",,casa,425000.0,80.0,2.0,,2.0,venda,-15.7875464,-48.1242854
"QNA 37, TAGUATINGA NORTE, TAGUATINGA",,casa,900000.0,295.0,3.0,,5.0,venda,-15.8230466,-48.0576279
"QR 414 Conjunto 6, SAMAMBAIA NORTE, SAMAMBAIA",,casa,250000.0,150.0,4.0,,1.0,venda,-15.8576843,-48.0722025
"QSD 25, TAGUATINGA SUL, TAGUATINGA",,casa,630000.0,130.0,3.0,,3.0,venda,-15.8477742,-48.0462003
"Rua 8, VILA SAO JOSE, TAGUATINGA",,casa,900000.0,246.0,5.0,,5.0,venda,-15.8335644,-48.057109
"Rua 8, VILA SAO JOSE, TAGUATINGA",,casa,900000.0,246.0,5.0,,5.0,venda,-15.8335644,-48.057109
"Rodovia DF 475 km 01 Residencial das Palmeiras, PONTE ALTA, GAMA",,casa,770000.0,400.0,3.0,,6.0,venda,-15.9557923,-48.0512112
"RODOVIA DF 0150 KM 3,5, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",,casa,580000.0,160.0,3.0,,2.0,venda,-15.6617401,-47.8355105
"Rua 6A, METROPOLITANA, NUCLEO BANDEIRANTE",,casa,650000.0,230.0,3.0,,2.0,venda,-15.8789549,-47.9739748
"QNG 39, TAGUATINGA NORTE, TAGUATINGA",,casa,2200.0,350.0,5.0,,4.0,venda,-15.8025971,-48.0723589
"QR 3 Conjunto B, CANDANGOLANDIA, CANDANGOLANDIA",,casa,999000.0,360.0,4.0,,2.0,venda,-15.8522355,-47.9521215
"SRES Quadra 8, VELHO, CRUZEIRO",,casa,1250.0,171.0,3.0,,3.0,venda,-15.7851905,-47.9323334
"AVENIDA ACACIA, SETOR LESTE, LUZIANIA",,casa,350000.0,80.0,3.0,,2.0,venda,-16.2656868,-47.9179999
"QR 406 Conjunto 5, SAMAMBAIA NORTE, SAMAMBAIA",,casa,449000.0,120.0,5.0,,2.0,venda,-15.8639738,-48.0821985
"Quadra Quadra 14, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,casa,260000.0,360.0,3.0,,4.0,venda,-16.0512196,-47.9754279
"QR 327 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,casa,210000.0,150.0,2.0,,,venda,-15.8979924,-48.1259919
"SHA Conjunto 6 Chacará 5, ARNIQUEIRA, AGUAS CLARAS",,casa,1800.0,340.0,4.0,,7.0,venda,-15.8550322,-48.0300226
"Condomínio Quinta Snta Barbara, JARDIM BOTANICO, BRASILIA",,casa,700000.0,310.0,6.0,,4.0,venda,-15.7878241,-47.883291
"SHIN QL 11 Conjunto 5, LAGO NORTE, BRASILIA",,casa,3300.0,550.0,5.0,,5.0,venda,-15.7475806,-47.8358841
"QR 511 Conjunto 5, SAMAMBAIA SUL, SAMAMBAIA",,casa,270000.0,126.0,3.0,,2.0,venda,-15.8920477,-48.1010399
"Quadra 108 Conjunto 7, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,350000.0,160.0,3.0,,3.0,venda,-15.7081548,-47.9146971
"COLONIA AGRICOLA SUCUPIRA, RIACHO FUNDO, RIACHO FUNDO",,casa,450000.0,86.0,2.0,,4.0,venda,-15.8910846,-48.0132886
"QMS 17, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,casa,590000.0,100.0,2.0,,5.0,venda,-15.6291297,-47.8392105
"QE 30 Conjunto R, GUARA II, GUARA",,casa,1490.0,382.0,4.0,,3.0,venda,-15.8394363,-47.9791634
"Rua 6 Chacará 248, VICENTE PIRES, VICENTE PIRES",,casa,1300.0,800.0,4.0,,6.0,venda,-15.80871,-48.03474
"QNF 22, TAGUATINGA NORTE, TAGUATINGA",,casa,700000.0,600.0,7.0,,7.0,venda,-15.812946,-48.0710168
"Condomínio Vale do Sol, SOBRADINHO, SOBRADINHO",,casa,230000.0,125.0,3.0,,3.0,venda,-15.625777,-47.8293039
"QSD 5, TAGUATINGA SUL, TAGUATINGA",,casa,650000.0,110.0,3.0,,5.0,venda,-15.8443195,-48.0483459
"QNO 18, CEILANDIA NORTE, CEILANDIA",,casa,255000.0,160.0,5.0,,3.0,venda,-15.7965686,-48.1363717
"Quadra 17 Conjunto D, SOBRADINHO, SOBRADINHO",,casa,430000.0,270.0,7.0,,4.0,venda,-15.7085419,-47.9141483
"AR 11, SETOR OESTE, SOBRADINHO",,casa,590000.0,360.0,4.0,,3.0,venda,-15.6401453,-47.8224239
"Quadra 7, SETOR OESTE, GAMA",,casa,470000.0,250.0,4.0,,2.0,venda,-16.0098139,-48.0516054
"Rua 23 Conjunto A, RESIDENCIAL DO BOSQUE, SAO SEBASTIAO",,casa,398000.0,300.0,6.0,,2.0,venda,-15.9111076,-47.7549708
"Quadra 17 Conjunto B, SOBRADINHO, SOBRADINHO",,casa,410000.0,65.0,3.0,,3.0,venda,-15.6435192,-47.7753572
"SHA Conjunto 5 Chacará 20, ARNIQUEIRA, AGUAS CLARAS",,casa,3300.0,390.0,4.0,,2.0,venda,-15.8592922,-48.0123796
"QR 406 Conjunto 10, SAMAMBAIA NORTE, SAMAMBAIA",,casa,449000.0,220.0,5.0,,2.0,venda,-15.8627933,-48.0821421
"Quadra 30, SETOR OESTE, GAMA",,casa,365000.0,275.0,4.0,,,venda,-16.0152344,-48.0808617
"Quadra 17, JARDIM DA BARRAGEM V, AGUAS LINDAS DE GOIAS",,casa,500000.0,175.0,3.0,,1.0,venda,-15.7217484,-48.2964399
"QE 17 Conjunto E, GUARA II, GUARA",,casa,2000.0,489.0,5.0,,4.0,venda,-15.8339125,-47.9761687
"Condomínio Bom Jardim, NOVA COLINA, SOBRADINHO",,casa,280000.0,200.0,4.0,,,venda,-15.6474973,-47.7620985
"QNP 5 Conjunto R, CEILANDIA NORTE, CEILANDIA",,casa,380000.0,146.0,4.0,,3.0,venda,-15.8215826,-48.1262747
"QR 100 Conjunto I, SANTA MARIA, SANTA MARIA",,casa,230000.0,150.0,4.0,,,venda,-16.0440119,-48.0398565
"Rua 8 Chacará 266, VIAL SAO JOSE, TAGUATINGA",,casa,300000.0,300.0,3.0,,3.0,venda,-15.8079893,-48.0634841
"Rua 4A Chacará 108, VICENTE PIRES, VICENTE PIRES",,casa,1340.0,377.0,3.0,,6.0,venda,-15.8121943,-48.0159583
"QNM 40 Conjunto P, TAGUATINGA NORTE, TAGUATINGA",,casa,470000.0,200.0,3.0,,2.0,venda,-15.794537,-48.1058593
"QSC 11, TAGUATINGA SUL, TAGUATINGA",,casa,560000.0,211.0,3.0,,3.0,venda,-15.8410124,-48.0622243
"Condomínio Rural Prive do Lago Sul, JARDIM BOTANICO, BRASILIA",,casa,817000.0,152.0,3.0,,2.0,venda,-15.947948,-47.825225
"QR 310 Conjunto 10, SAMAMBAIA SUL, SAMAMBAIA",,casa,270000.0,120.0,3.0,,2.0,venda,-15.8766297,-48.0719316
"SHA Conjunto 5 Chacará 34, ARNIQUEIRA, AGUAS CLARAS",,casa,1530.0,365.0,4.0,,2.0,venda,-15.8592922,-48.0123796
"QNN 22 Conjunto I, CEILANDIA SUL, CEILANDIA",,casa,290000.0,144.0,3.0,,2.0,venda,-15.8335361,-48.1098989
"QNL 15 Bloco E, TAGUATINGA NORTE, TAGUATINGA",,casa,299000.0,60.0,3.0,,4.0,venda,-15.8016557,-48.0586873
"QN 34, RIACHO FUNDO II, RIACHO FUNDO",,casa,180000.0,150.0,2.0,,3.0,venda,-15.9030602,-48.0346563
"Quadra 16 Conjunto R, SOBRADINHO, SOBRADINHO",,casa,580000.0,255.0,6.0,,4.0,venda,-15.6476719,-47.770649
"Residencial Itaipú Quadra 5, JARDIM BOTANICO, BRASILIA",,casa,400000.0,490.0,4.0,,3.0,venda,-15.8398223,-47.7988834
"Quadra 30, SETOR LESTE, GAMA",,casa,266000.0,275.0,3.0,,1.0,venda,-16.051006,-47.9775845
"SMPW Quadra 11 Conjunto 3, PARK WAY, BRASILIA",,casa,6500.0,920.0,7.0,,4.0,venda,-15.8863566,-47.9657206
"SHA Conjunto 5 Chacará 123, ARNIQUEIRA, AGUAS CLARAS",,casa,1195.0,220.0,3.0,,2.0,venda,-15.8592922,-48.0123796
"Rua 3 Chacará 92, VICENTE PIRES, VICENTE PIRES",,casa,639000.0,200.0,3.0,,2.0,venda,-15.7946732,-48.0118966
"QNE 33, TAGUATINGA NORTE, TAGUATINGA",,casa,800000.0,340.0,3.0,,,venda,-15.8016557,-48.0586873
"Quadra 37 Conjunto B, SETOR CENTRAL, GAMA",,casa,680000.0,200.0,4.0,,3.0,venda,-16.0251404,-48.05912379999999
"Rua 10 Chacará 165, VICENTE PIRES, VICENTE PIRES",,casa,590000.0,200.0,3.0,,4.0,venda,-15.7988703,-48.0327955
"SMPW Quadra 28 Conjunto 5, PARK WAY, BRASILIA",,casa,2200.0,550.0,5.0,,6.0,venda,-15.9425868,-47.9808051
"QNM 20, CEILANDIA NORTE, CEILANDIA",,casa,480000.0,218.0,4.0,,3.0,venda,-15.8051898,-48.11841949999999
"QNL 3 Bloco D, TAGUATINGA NORTE, TAGUATINGA",,casa,1250.0,400.0,3.0,,2.0,venda,-15.8016557,-48.0586873
"QR 514 Conjunto 18, SAMAMBAIA SUL, SAMAMBAIA",,casa,450000.0,430.0,5.0,,3.0,venda,-15.881761,-48.0645824
"QNA 53, TAGUATINGA NORTE, TAGUATINGA",,casa,1050.0,350.0,5.0,,5.0,venda,-15.8176031,-48.0612031
"SHIGS 711 Bloco A, ASA SUL, BRASILIA",,casa,1200.0,180.0,3.0,,,venda,-15.8167451,-47.9131475
"QR 319 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,casa,250000.0,120.0,2.0,,2.0,venda,-15.8939402,-48.1150496
"Rua BOTOCUDOS, CHACARAS ANHANGUERA, VALPARAISO DE GOIAS",,casa,175000.0,56.0,2.0,,2.0,venda,-16.0653669,-48.0015558
"QRI 32, RESIDENCIAL SANTOS DUMONT, SANTA MARIA",,casa,620000.0,300.0,6.0,,5.0,venda,-15.9981809,-47.9998815
"QR 308, SAMAMBAIA SUL, SAMAMBAIA",,casa,400000.0,250.0,4.0,,2.0,venda,-15.8774471,-48.0755864
"Rua 4 Chacará 29, VICENTE PIRES, VICENTE PIRES",,casa,920000.0,145.0,3.0,,4.0,venda,-15.8129363,-48.04055
"QR 1 A Conjunto V, CANDANGOLANDIA, CANDANGOLANDIA",,casa,1030.0,216.0,4.0,,2.0,venda,-15.8575195,-47.9506891
"QNM 21 Conjunto M, CEILANDIA SUL, CEILANDIA",,casa,330000.0,250.0,3.0,,2.0,venda,-15.8244775,-48.0944363
"SMPW Quadra 28 Conjunto 5, PARK WAY, BRASILIA",,casa,2550.0,570.0,6.0,,7.0,venda,-15.9425868,-47.9808051
"QN 8E Conjunto 1, RIACHO FUNDO II, RIACHO FUNDO",,casa,230000.0,161.0,3.0,,2.0,venda,-15.9000918,-48.0459934
"QNP 16 Conjunto A, CEILANDIA SUL, CEILANDIA",,casa,250000.0,135.0,2.0,,2.0,venda,-15.8420642,-48.1146162
"Quadra 2 Conjunto 11, TAQUARI, BRASILIA",,casa,2990.0,850.0,6.0,,3.0,venda,-15.7079472,-47.9133088
"QR 4 Conjunto G, CANDANGOLANDIA, CANDANGOLANDIA",,casa,950000.0,128.0,3.0,,4.0,venda,-15.8503319,-47.9468236
"Quadra 103, SETOR RESIDENCIAL OESTE, SAO SEBASTIAO",,casa,280000.0,100.0,3.0,,1.0,venda,-15.8966714,-47.780912
"QR 309 Conjunto M, SANTA MARIA, SANTA MARIA",,casa,210000.0,160.0,3.0,,2.0,venda,-16.0239463,-48.0197163
"Quadra 48, SETOR LESTE, GAMA",,casa,590000.0,348.0,3.0,,4.0,venda,-16.0215684,-48.0495407
"Quadra 2 Conjunto B, ITAPOA I, PARANOA",,casa,298000.0,150.0,3.0,,2.0,venda,-15.7975154,-47.89188739999999
"SQ 12 Quadra 4, CENTRO, CIDADE OCIDENTAL",,casa,130000.0,90.0,3.0,,3.0,venda,-16.102852,-47.9481186
"AC 104, SANTA MARIA, SANTA MARIA",,casa,850000.0,300.0,2.0,,10.0,venda,-16.0323355,-48.0364841
"QNG 30, TAGUATINGA NORTE, TAGUATINGA",,casa,650000.0,350.0,5.0,,5.0,venda,-15.8011915,-48.070157
"Rua 12 Chacará 129A Conjunto B, VICENTE PIRES, VICENTE PIRES",,casa,2500.0,600.0,5.0,,5.0,venda,-15.7954123,-48.045736
"QNJ 47, TAGUATINGA NORTE, TAGUATINGA",,casa,529000.0,212.0,3.0,,2.0,venda,-15.8016557,-48.0586873
"AVENIDA OVIDIO R. CARNEIRO DE MENDONCA, RESIDENCIAL ALTO DAS CARAIBAS, LUZIANIA",,casa,400000.0,70.0,4.0,,2.0,venda,-15.826691,-47.92182039999999
"QN 7 Conjunto 24, RIACHO FUNDO, RIACHO FUNDO",,casa,800000.0,350.0,4.0,,3.0,venda,-15.8800904,-48.0201575
"Quadra 300 Conjunto 43, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,320000.0,200.0,3.0,,2.0,venda,-15.9089223,-48.0782231
"QR 2, CANDANGOLANDIA, CANDANGOLANDIA",,casa,450000.0,80.0,3.0,,2.0,venda,-15.8508442,-47.94983
"Quadra 15, SETOR OESTE, GAMA",,casa,610000.0,275.0,4.0,,4.0,venda,-16.0082704,-48.0727329
"Condomínio Prive I Quadra 1 Conjunto O, LAGO NORTE, BRASILIA",,casa,1500.0,800.0,2.0,,10.0,venda,-15.7223222,-47.8509888
"SHIGS 705 Bloco J, ASA SUL, BRASILIA",,casa,1490.0,300.0,3.0,,2.0,venda,-15.805867,-47.9009073
"Quadra 12 Conjunto E, JARDIM BOTANICO, BRASILIA",,casa,1290.0,749.0,1.0,,,venda,-15.8843505,-47.7995253
"SHIS QI 17 Conjunto 12, LAGO SUL, BRASILIA",,casa,3250.0,700.0,5.0,,4.0,venda,-15.8658738,-47.8750344
"Quadra 2 Conjunto E 2, SOBRADINHO, SOBRADINHO",,casa,950000.0,299.0,4.0,,3.0,venda,-15.7079472,-47.9133088
"Residencial Itaipú Quadra 40, JARDIM BOTANICO, BRASILIA",,casa,600000.0,600.0,4.0,,3.0,venda,-15.8612172,-47.8286874
"Residencial Itaipú Quadra 13, JARDIM BOTANICO, BRASILIA",,casa,400000.0,220.0,2.0,,2.0,venda,-15.8394628,-47.8025911
"SHIS QL 22 Conjunto 8, LAGO SUL, BRASILIA",,casa,8000.0,800.0,5.0,,3.0,venda,-15.8410113,-47.8445832
"QN 7 Conjunto 23, RIACHO FUNDO, RIACHO FUNDO",,casa,680000.0,200.0,3.0,,4.0,venda,-15.8809816,-48.022299
"QR 601 Conjunto 10, SAMAMBAIA NORTE, SAMAMBAIA",,casa,230000.0,126.0,3.0,,2.0,venda,-15.8642399,-48.0968821
"Chacará 117, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,casa,695000.0,180.0,3.0,,2.0,venda,-15.8215949,-48.0409558
"Rua 8 Chacará 218, VICENTE PIRES, VICENTE PIRES",,casa,1450.0,495.0,5.0,,6.0,venda,-15.8044683,-48.0318827
"QNN 26, CEILANDIA SUL, CEILANDIA",,casa,520000.0,144.0,6.0,,3.0,venda,-15.8416885,-48.103964
"SHIS QI 25 Conjunto 13, LAGO SUL, BRASILIA",,casa,3300.0,565.0,5.0,,4.0,venda,-15.8419602,-47.8302453
"QC 4 Conjunto 9, RIACHO FUNDO II, RIACHO FUNDO",,casa,350000.0,222.0,5.0,,1.0,venda,-15.9178175,-48.04674199999999
"Rua 5 Chacará 180A, VICENTE PIRES, VICENTE PIRES",,casa,1500.0,800.0,4.0,,3.0,venda,-15.8176112,-48.0231568
"QNM 34 Conjunto A, TAGUATINGA NORTE, TAGUATINGA",,casa,415000.0,144.0,3.0,,,venda,-15.8095922,-48.0929249
"QNO 13 Conjunto I, CEILANDIA NORTE, CEILANDIA",,casa,320000.0,140.0,3.0,,2.0,venda,-15.7927846,-48.1281066
"Quadra 38, JARDIM DA BARRAGEM IV, AGUAS LINDAS DE GOIAS",,casa,600000.0,170.0,3.0,,2.0,venda,-15.6608246,-48.2010332
"SHA Conjunto 5 Chacará 97A, ARNIQUEIRA, AGUAS CLARAS",,casa,1100.0,300.0,5.0,,4.0,venda,-15.8592922,-48.0123796
"Rua 2 Chacará 86, VICENTE PIRES, VICENTE PIRES",,casa,1200.0,250.0,3.0,,2.0,venda,-15.8052276,-48.0122807
"SHIN QI 5 Conjunto 1, LAGO NORTE, BRASILIA",,casa,3400.0,544.0,5.0,,4.0,venda,-15.7307629,-47.86114509999999
"Rua 23 Conjunto A, RESIDENCIAL DO BOSQUE, SAO SEBASTIAO",,casa,650000.0,200.0,6.0,,2.0,venda,-15.9111076,-47.7549708
"QSD 33, TAGUATINGA SUL, TAGUATINGA",,casa,960000.0,300.0,4.0,,4.0,venda,-15.85181,-48.04185
"Quadra 107, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,280000.0,150.0,3.0,,2.0,venda,-15.90816,-48.0856
"QNN 1 Conjunto F, CEILANDIA NORTE, CEILANDIA",,casa,380000.0,250.0,2.0,,2.0,venda,-15.8051898,-48.11841949999999
"Rodovia DF 420, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,casa,700000.0,300.0,3.0,,2.0,venda,-15.636678,-47.8323684
"Quadra 1 Bloco F, JARDIM BOTANICO, BRASILIA",,casa,2900.0,534.0,5.0,,5.0,venda,-15.7901389,-47.883813
"EQ 28/30, SETOR LESTE, GAMA",,casa,480000.0,380.0,5.0,,2.0,venda,-16.0263804,-48.0532268
"QNN 4 Conjunto A, CEILANDIA SUL, CEILANDIA",,casa,550000.0,144.0,4.0,,4.0,venda,-15.8236634,-48.1066161
"Quadra 24, CENTRO, SANTO ANTONIO DO DESCOBERTO",,casa,600000.0,203.0,3.0,,2.0,venda,-15.9469986,-48.26174959999999
"SHIN QI 2 Área Especial s/n, LAGO NORTE, BRASILIA",,casa,2150.0,350.0,4.0,,3.0,venda,-15.7229412,-47.8877869
"Agrícola Águas Claras Chacará 25A, GUARA I, GUARA",,casa,650000.0,200.0,3.0,,3.0,venda,-15.8553808,-48.0300404
"Quadra 13 Conjunto H, SOBRADINHO, SOBRADINHO",,casa,850000.0,340.0,5.0,,5.0,venda,-15.6414115,-47.7854215
"QN 3 Conjunto 3, RIACHO FUNDO, RIACHO FUNDO",,casa,600000.0,250.0,4.0,,2.0,venda,-15.8798282,-48.011607
"SMPW Quadra 23 Conjunto 1, PARK WAY, BRASILIA",,casa,2900.0,510.0,6.0,,4.0,venda,-15.90042,-47.91994
"SHPS Quadra 102 Conjunto F, SETOR HABITACIONAL POR DO SOL, CEILANDIA",,casa,395000.0,154.0,3.0,,4.0,venda,-15.8530717,-48.1125164
"Rua 400 Lote 403, SETOR MEIRELES, SANTA MARIA",,casa,220000.0,75.0,2.0,,1.0,venda,-16.0313894,-47.9916924
"QS 11, AREAL, AGUAS CLARAS",,casa,450000.0,150.0,2.0,,,venda,-15.8706539,-48.0150586
"QND 54, TAGUATINGA NORTE, TAGUATINGA",,casa,1370.0,408.0,4.0,,4.0,venda,-15.8026875,-48.0616681
"Itapoã, ITAPUA, PARANOA",,casa,85000.0,63.0,2.0,,1.0,venda,-15.7975154,-47.89188739999999
"QNE 22, TAGUATINGA NORTE, TAGUATINGA",,casa,850000.0,300.0,2.0,,3.0,venda,-15.8116676,-48.067274
"Chacará 19B, ZONA RURAL, RIACHO FUNDO",,casa,420000.0,300.0,4.0,,5.0,venda,-15.8836105,-48.01341499999999
"Rua 1 Chacará 4, VICENTE PIRES, VICENTE PIRES",,casa,1130.0,350.0,3.0,,6.0,venda,-15.8122579,-48.0547571
"Quadra 30, SETOR LESTE, GAMA",,casa,480000.0,275.0,4.0,,3.0,venda,-16.051006,-47.9775845
"QE 44 Conjunto K, GUARA II, GUARA",,casa,600000.0,80.0,2.0,,4.0,venda,-15.8509087,-47.9648937
"QNP 13, CEILANDIA NORTE, CEILANDIA",,casa,295000.0,135.0,3.0,,2.0,venda,-15.8097171,-48.1292331
"Rua 3 Chacará 92, VICENTE PIRES, VICENTE PIRES",,casa,750000.0,270.0,4.0,,6.0,venda,-15.7946732,-48.0118966
"QSE 16, TAGUATINGA SUL, TAGUATINGA",,casa,450000.0,150.0,2.0,,3.0,venda,-15.8568228,-48.0451466
"Quadra Quadra 19, VALPARAISO I ETAPA C, VALPARAISO DE GOIAS",,casa,300000.0,294.0,5.0,,3.0,venda,-15.826691,-47.92182039999999
"QS 14 Conjunto 7, RIACHO FUNDO II, RIACHO FUNDO",,casa,355000.0,197.0,4.0,,2.0,venda,-15.9446674,-48.0337489
"QE 26 Conjunto J, GUARA II, GUARA",,casa,1200.0,223.0,3.0,,1.0,venda,-15.8325502,-47.9836323
"Rua C, PARQUE ESPLANADA I, VALPARAISO DE GOIAS",,casa,350000.0,80.0,2.0,,2.0,venda,-15.826691,-47.92182039999999
"CL 211, SANTA MARIA, SANTA MARIA",,casa,350000.0,181.0,5.0,,3.0,venda,-16.0128095,-48.0076831
"Avenida Arniqueira QS 01, AREAL, AGUAS CLARAS",,casa,1090.0,450.0,4.0,,5.0,venda,-15.8523526,-48.0321742
"SHA Conjunto 4 Chacará 70/1A, ARNIQUEIRA, AGUAS CLARAS",,casa,1800.0,400.0,4.0,,2.0,venda,-15.8607138,-47.9971397
"QNB 1, TAGUATINGA NORTE, TAGUATINGA",,casa,750000.0,130.0,4.0,,4.0,venda,-15.8262521,-48.0584728
"QR 327 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,casa,450000.0,200.0,5.0,,1.0,venda,-15.8979924,-48.1259919
"Quadra 27, SETOR OESTE, GAMA",,casa,520000.0,275.0,5.0,,3.0,venda,-16.0082704,-48.0727329
"SHA Conjunto 4 Chacará 70/1A, ARNIQUEIRA, AGUAS CLARAS",,casa,1799.0,350.0,4.0,,4.0,venda,-15.8607138,-47.9971397
"Residencial VITORIA Rua 1, RESIDENCIAL VITORIA, SAO SEBASTIAO",,casa,390000.0,112.0,2.0,,3.0,venda,-15.8881609,-47.7790555
"Núcleo Rural Incra 7, BRAZLANDIA, BRAZLANDIA",,casa,2500.0,10000.0,3.0,,20.0,venda,-15.60842,-48.07456
"QN 7 Conjunto 10, RIACHO FUNDO, RIACHO FUNDO",,casa,670000.0,270.0,3.0,,4.0,venda,-15.8830517,-48.0193003
"Quadra 32, SETOR DE CHACARAS ANHANGUERA B, VALPARAISO DE GOIAS",,casa,155000.0,101.0,2.0,,2.0,venda,-15.7000603,-47.8972708
"QNG 22, TAGUATINGA NORTE, TAGUATINGA",,casa,740000.0,330.0,4.0,,4.0,venda,-15.7976826,-48.0660759
"QR 431, SAMAMBAIA NORTE, SAMAMBAIA",,casa,260000.0,120.0,3.0,,2.0,venda,-15.8936855,-48.1436792
"Via Vicinal 475 Parte 1, PONTE ALTA, GAMA",,casa,1150.0,420.0,3.0,,4.0,venda,-15.9746799,-48.0542729
"Quadra 37 Conjunto B, SETOR CENTRAL, GAMA",,casa,680000.0,200.0,4.0,,3.0,venda,-16.0251404,-48.05912379999999
"Rua 6 Chacará 273, VICENTE PIRES, VICENTE PIRES",,casa,1950.0,620.0,4.0,,4.0,venda,-15.8101954,-48.0275032
"SHIS QL 20, LAGO SUL, BRASILIA",,casa,7500.0,800.0,4.0,,4.0,venda,-15.8508655,-47.8568096
"Rua C, PARQUE ESPLANADA I, VALPARAISO DE GOIAS",,casa,250000.0,120.0,3.0,,9.0,venda,-15.826691,-47.92182039999999
"SETOR COMERCIAL CENTRAL, SOBRADINHO, SOBRADINHO",,casa,1490.0,600.0,5.0,,4.0,venda,-15.6510655,-47.7900594
"Quadra 34, SETOR LESTE, GAMA",,casa,340000.0,275.0,3.0,,4.0,venda,-16.0233401,-48.0537612
"Quadra 46, SETOR LESTE, GAMA",,casa,420000.0,275.0,3.0,,2.0,venda,-16.0510127,-47.9770658
"QNP 10 Conjunto P, CEILANDIA SUL, CEILANDIA",,casa,450000.0,120.0,4.0,,2.0,venda,-15.838961,-48.1148197
"QNB Área Especial 02 Área Especial, TAGUATINGA NORTE, TAGUATINGA",,casa,700000.0,400.0,3.0,,4.0,venda,-15.8067496,-48.0854887
"Rua 8 Chacará 197, VICENTE PIRES, VICENTE PIRES",,casa,850000.0,100.0,2.0,,,venda,-15.8015504,-48.0337408
"Quadra 25, SETOR RESIDENCIAL LESTE, PLANALTINA",,casa,550000.0,200.0,3.0,,3.0,venda,-15.6174052,-47.6345862
"QNN 17, CEILANDIA NORTE, CEILANDIA",,casa,580000.0,250.0,4.0,,3.0,venda,-15.8051898,-48.11841949999999
"QR 510 Conjunto 10, SAMAMBAIA SUL, SAMAMBAIA",,casa,450000.0,120.0,4.0,,1.0,venda,-15.8821062,-48.0708705
"ES 11B, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,casa,398000.0,160.0,4.0,,2.0,venda,-15.6367641,-47.8439568
"Rua 19, VICENTE PIRES, VICENTE PIRES",,casa,1850.0,460.0,3.0,,4.0,venda,-15.8030443,-48.0519213
"QC 10 Rua J, JARDINS MANGUEIRAL, BRASILIA",,casa,465000.0,112.0,2.0,,2.0,venda,-15.8968567,-47.8030663
"CLS 8 Bloco A, RIACHO FUNDO, RIACHO FUNDO",,casa,450000.0,126.0,3.0,,8.0,venda,-15.8875918,-48.0209331
"QNP 30 Conjunto H, CEILANDIA SUL, CEILANDIA",,casa,270000.0,135.0,3.0,,2.0,venda,-15.8494033,-48.1182385
"Agrícola Águas Claras Chacará 23A, GUARA I, GUARA",,casa,1790.0,417.0,4.0,,2.0,venda,-15.8553835,-48.0300354
"QR 401 Conjunto 24, SAMAMBAIA NORTE, SAMAMBAIA",,casa,460000.0,200.0,3.0,,3.0,venda,-15.8678058,-48.0943899
"Quadra 5 Conjunto F, SOBRADINHO, SOBRADINHO",,casa,415000.0,273.0,3.0,,1.0,venda,-15.6502645,-47.8102353
"Rua 8 Chacará 202, VICENTE PIRES, VICENTE PIRES",,casa,1290.0,400.0,3.0,,6.0,venda,-15.80307,-48.0382
"Quadra 1 Conjunto 12, VICENTE PIRES, VICENTE PIRES",,casa,2500.0,600.0,5.0,,5.0,venda,-15.7086963,-47.9143699
"SHIN QI 3 Conjunto 3, LAGO NORTE, BRASILIA",,casa,12500.0,1670.0,7.0,,,venda,-15.7245084,-47.8718587
"Rua 4 Chacará 24, VICENTE PIRES, VICENTE PIRES",,casa,820000.0,378.0,3.0,,7.0,venda,-15.8144276,-48.0332399
