description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type,latitude,longitude
"QC 14 Rua A, JARDINS MANGUEIRAL, BRASILIA",,apartamento,275000.0,48.0,2.0,,,venda,-15.8904876,-47.8103396
"Quadra 47, SETOR LESTE, GAMA",,apartamento,340000.0,54.0,2.0,,,venda,-16.0513935,-47.9775968
"Rua SAIA VELHA, CHACARAS YPIRANGA, VALPARAISO DE GOIAS",,apartamento,25000.0,43.0,2.0,,1.0,venda,-16.0604527,-47.9723518
"QS 29, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,160000.0,51.0,2.0,,1.0,venda,-15.9608955,-48.0233974
"QNL 7 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,290000.0,56.0,3.0,,3.0,venda,-15.8016557,-48.0586873
"Quadra 5 Conjunto B, PARANOA, PARANOA",,apartamento,197000.0,62.0,2.0,,1.0,venda,-15.708703,-47.91437519999999
"SQS 311 Bloco F, ASA SUL, BRASILIA",,apartamento,4200.0,281.0,5.0,,2.0,venda,-15.8198367,-47.913474
"EQNN 4/6 Bloco E, CEILANDIA SUL, CEILANDIA",,apartamento,182900.0,45.0,2.0,,1.0,venda,-15.8056173,-47.9447959
"Rua 7, SUL, AGUAS CLARAS",,apartamento,690000.0,97.0,3.0,,1.0,venda,-15.8365769,-48.0135088
"SQNW 111 Bloco F, NOROESTE, BRASILIA",,apartamento,5890.0,484.0,4.0,,5.0,venda,-15.7415508,-47.9113427
"Rua 7, GUARA II, GUARA",,apartamento,120000.0,40.0,1.0,,,venda,-21.5804613,-45.4546111
"ADE Conjunto 01, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,225000.0,54.0,2.0,,1.0,venda,-15.8635251,-48.09390459999999
"SQN 103 Bloco K, ASA NORTE, BRASILIA",,apartamento,952340.0,59.0,2.0,,1.0,venda,-15.7786692,-47.8819693
"CLSW 300B, SUDOESTE, BRASILIA",,apartamento,560000.0,48.0,2.0,,1.0,venda,-15.7931535,-47.918265
"QN 204 Conjunto 2A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,265000.0,72.0,2.0,,,venda,-15.8678985,-48.0833581
"EQ 51 53 Projeção 2, SETOR CENTRAL, GAMA",,apartamento,380000.0,72.0,3.0,,1.0,venda,-16.0188577,-48.0679507
"QE 32, GUARA II, GUARA",,apartamento,650000.0,200.0,4.0,,3.0,venda,-15.8439012,-47.9761612
"QS 112, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,320000.0,45.0,2.0,,1.0,venda,-15.8722553,-48.0707972
"QR 403 Conjunto 14, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,470000.0,78.0,2.0,,1.0,venda,-15.8692889,-48.09710339999999
"SHCES Quadra 203 Bloco A, NOVO, CRUZEIRO",,apartamento,445000.0,62.0,3.0,,,venda,-15.799587,-47.9443188
"QI 18 Bloco B, GUARA I, GUARA",,kitnet,120000.0,24.0,1.0,,,venda,-15.8244013,-47.9886037
"QN 24 Conjunto 4, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,210000.0,50.0,2.0,,1.0,venda,-15.8922211,-48.0446847
"Rua 1, VILA PLANALTO, BRASILIA",,apartamento,850000.0,80.0,1.0,,,venda,-15.7925621,-47.8538757
"QNL 6 Bloco A, TAGUATINGA NORTE, TAGUATINGA",,apartamento,210000.0,62.0,2.0,,2.0,venda,-15.8016557,-48.0586873
"Quadra Quadra 38, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,apartamento,350000.0,95.0,3.0,,1.0,venda,-16.0737087,-47.9738816
"SQN 411 Bloco N, ASA NORTE, BRASILIA",,apartamento,760000.0,95.0,3.0,,,venda,-15.7527182,-47.8814354
"QNM 3 Conjunto A, CEILANDIA SUL, CEILANDIA",,kitnet,122000.0,34.0,1.0,,,venda,-15.8205124,-48.103216
"CLN 7 Bloco E, RIACHO FUNDO, RIACHO FUNDO",,apartamento,248000.0,48.0,2.0,,,venda,-15.8035178,-47.9442194
"SCRN 704/705 Bloco D, ASA NORTE, BRASILIA",,apartamento,360000.0,43.0,1.0,,,venda,-15.775361,-47.8894343
"QN 27 Conjunto 3, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,270000.0,54.0,3.0,,1.0,venda,-15.894835,-48.0409611
"Conjunto Residencial 7 Condominio 1 Bloco E, PARQUE DAS CACHOEIRAS, VALPARAISO DE GOIAS",,apartamento,245000.0,65.0,3.0,,1.0,venda,-15.8073061,-47.9379023
"AOS 08 Bloco C, OCTOGONAL, BRASILIA",,apartamento,825000.0,72.0,2.0,,1.0,venda,-15.8025961,-47.9435221
"Quadra 10, PARQUE NAPOLIS A, CIDADE OCIDENTAL",,apartamento,130000.0,55.0,2.0,,1.0,venda,-15.826691,-47.92182039999999
"QE 1 Bloco D, GUARA I, GUARA",,apartamento,229990.0,38.0,1.0,,1.0,venda,-15.8140216,-47.9778059
"SQN 308 Bloco I, ASA NORTE, BRASILIA",,apartamento,1430.0,123.0,3.0,,1.0,venda,-15.7646758,-47.8894887
"QNL 8, TAGUATINGA NORTE, TAGUATINGA",,apartamento,89000.0,64.0,2.0,,1.0,venda,-15.8016557,-48.0586873
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",,apartamento,300000.0,93.0,3.0,,,venda,-15.7090574,-47.9145897
"ADE Conjunto 26, ADE, AGUAS CLARAS",,apartamento,169000.0,100.0,3.0,,,venda,-15.8740875,-48.0008798
"Quadra 7 Comércio Local 27, SOBRADINHO, SOBRADINHO",,apartamento,590000.0,400.0,5.0,,3.0,venda,-15.7588578,-47.8877317
"Quadra 11, SETOR SUL, GAMA",,apartamento,170000.0,54.0,2.0,,,venda,-16.0216845,-48.062362
"QN 1 Conjunto 13, RIACHO FUNDO, RIACHO FUNDO",,apartamento,390000.0,144.0,3.0,,,venda,-15.880183,-48.0068484
"Chacará 66A, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,apartamento,150000.0,50.0,2.0,,,venda,-15.8078552,-48.053811
"SCLRN 705, ASA NORTE, BRASILIA",,apartamento,2519.0,360.0,25.0,,,venda,-15.772221,-47.8893185
"CNB 7, TAGUATINGA NORTE, TAGUATINGA",,apartamento,260000.0,58.0,3.0,,,venda,-15.8016557,-48.0586873
"QR 110 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,185000.0,30.0,1.0,,2.0,venda,-15.8707563,-48.073936
"EQNM 34/36 Bloco E, TAGUATINGA NORTE, TAGUATINGA",,apartamento,448000.0,170.0,3.0,,,venda,-15.8016557,-48.0586873
"Quadra Quadra 147, PARQUE ESTRELA DALVA IX, LUZIANIA",,apartamento,40000.0,44.0,2.0,,1.0,venda,-16.1604596,-47.9658005
"Rua SAIA VELHA, CHACARAS YPIRANGA, VALPARAISO DE GOIAS",,apartamento,120000.0,44.0,2.0,,1.0,venda,-16.0604527,-47.9723518
"Habitaccional Vicente Pires, VICENTE PIRES, VICENTE PIRES",,apartamento,80000.0,30.0,1.0,,,venda,-15.8032275,-48.0175522
"QNL 11 Bloco D, TAGUATINGA NORTE, TAGUATINGA",,apartamento,240000.0,75.0,3.0,,2.0,venda,-15.827209,-48.08473009999999
"Quadra 4 Conjunto A, SETOR SUL, GAMA",,apartamento,220000.0,53.0,2.0,,,venda,-15.8497992,-47.9485991
"Quadra 5, MANSOES RECREIO MOSSORO, CIDADE OCIDENTAL",,apartamento,175000.0,53.0,2.0,,1.0,venda,-16.099416,-47.94628669999999
"Avenida Parque Águas Claras Quadra 301 Conjunto 10, NORTE, AGUAS CLARAS",,apartamento,399000.0,58.0,2.0,,1.0,venda,-15.8312498,-48.0157319
"QI 8 Bloco T, GUARA I, GUARA",,apartamento,380000.0,56.0,2.0,,1.0,venda,-15.8137561,-47.9905453
"SQNW 111 Bloco I, NOROESTE, BRASILIA",,apartamento,2800.0,182.0,4.0,,4.0,venda,-15.7406305,-47.9107252
"Residencial 1 Quadra I, ALPHAVILLE BRASILIA, ALPHAVILLE",,apartamento,849000.0,125.0,4.0,,2.0,venda,-15.7904852,-47.8804792
"Quadra 402, RECANTO DAS EMAS, RECANTO DAS EMAS",,apartamento,260000.0,45.0,2.0,,,venda,-15.9107345,-48.0548131
"Colina Nova Diguineia II Conjunto A, NOVA COLINA, SOBRADINHO",,apartamento,159000.0,60.0,1.0,,,venda,-15.6474973,-47.7620985
"QI 31 Lote 01, GUARA II, GUARA",,apartamento,395000.0,52.0,2.0,,,venda,-15.8401818,-47.9739055
"SQS 116 Bloco C, ASA SUL, BRASILIA",,apartamento,1300.0,100.0,3.0,,1.0,venda,-15.8320008,-47.9246735
"Quadra 02, RESIDENCIAL FLORAIS DO PLANALTO, VALPARAISO DE GOIAS",,apartamento,208000.0,45.0,2.0,,1.0,venda,-16.0839595,-47.9698402
"SHA Conjunto 5 Chacará 116, ARNIQUEIRA, AGUAS CLARAS",,apartamento,220000.0,60.0,2.0,,,venda,-15.8592922,-48.0123796
"QR 401, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,295000.0,54.0,2.0,,1.0,venda,-15.869315,-48.09461899999999
"Rua ARAGUAIA, CHACARAS YPIRANGA, VALPARAISO DE GOIAS",,apartamento,106000.0,53.0,2.0,,2.0,venda,-16.0615739,-47.9755276
"SQN 312 Bloco K, ASA NORTE, BRASILIA",,apartamento,800000.0,90.0,3.0,,,venda,-15.7515832,-47.8933432
"Rodovia BR 040, JARDIM FLAMBOYANT, LUZIANIA",,apartamento,100000.0,46.0,2.0,,1.0,venda,-16.4127947,-47.8237975
"QS 30, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,185000.0,50.0,3.0,,1.0,venda,-15.8983654,-48.0472348
"PRACA DAS CARAIBAS, RESIDENCIAL ALTO DAS CARAIBAS, LUZIANIA",,apartamento,380000.0,95.0,3.0,,2.0,venda,-16.2412185,-47.94872549999999
"Quadra 27 Conjunto G, PARANOA, PARANOA",,kitnet,260000.0,44.0,8.0,,,venda,-15.7081549,-47.914697
"Quadra 1 Conjunto 2 Lote 1 Bloco H, PARANOA, PARANOA",,apartamento,119000.0,46.0,2.0,,1.0,venda,-15.7975154,-47.89188739999999
"Rua 4 Chacará 25, VICENTE PIRES, VICENTE PIRES",,apartamento,239900.0,78.0,3.0,,,venda,-15.8149859,-48.0349115
"Quadra 8 Comércio Local 17, SOBRADINHO, SOBRADINHO",,apartamento,750000.0,90.0,3.0,,1.0,venda,-15.860468,-47.8722727
"Quadra Quadra 12, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,apartamento,140000.0,44.0,2.0,,1.0,venda,-16.083217,-47.9776374
"QR 410 Conjunto 15 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,230000.0,60.0,2.0,,1.0,venda,-15.8600943,-48.0790308
"QNJ 58 Bloco C, TAGUATINGA NORTE, TAGUATINGA",,apartamento,290000.0,79.0,3.0,,1.0,venda,-15.8120617,-48.0889745
"SQS 107 Bloco A, ASA SUL, BRASILIA",,apartamento,1620.0,149.0,3.0,,,venda,-15.8147613,-47.9024865
"SHA Conjunto 4 Chacará 59A, ARNIQUEIRA, AGUAS CLARAS",,apartamento,280000.0,73.0,2.0,,,venda,-15.8646515,-48.0014184
"SQS 413 Bloco K, ASA SUL, BRASILIA",,apartamento,450000.0,50.0,2.0,,,venda,-15.8327704,-47.9125653
"QN 1 Conjunto 23, RIACHO FUNDO, RIACHO FUNDO",,apartamento,120000.0,42.0,2.0,,,venda,-15.8780483,-48.0032602
"QN 120, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,378000.0,101.0,2.0,,1.0,venda,-15.8668857,-48.0621251
"QC 04 Rossi Parque Nova Cidade II, CIDADE JARDINS, VALPARAISO DE GOIAS",,apartamento,110000.0,43.0,2.0,,1.0,venda,-16.0557362,-47.97386969999999
"Rua 3, CHACARAS E MANSOES SANTA MARIA, VALPARAISO DE GOIAS",,apartamento,115000.0,45.0,2.0,,1.0,venda,-15.8023551,-48.0119471
"Chacará 114, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,apartamento,189000.0,48.0,2.0,,,venda,-15.8237188,-48.0439307
"SQN 116 Bloco F, ASA NORTE, BRASILIA",,apartamento,880000.0,67.0,2.0,,,venda,-15.7380142,-47.8948797
"QNM 33 Área Especial C, CEILANDIA SUL, CEILANDIA",,kitnet,225000.0,32.0,1.0,,,venda,-15.8320221,-48.090655
"Rua 400 Lote 401, SETOR MEIRELES, SANTA MARIA",,apartamento,275000.0,57.0,2.0,,1.0,venda,-16.0313894,-47.9916924
"QR 110 Conjunto 18, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,319000.0,42.0,2.0,,1.0,venda,-15.8722395,-48.0735331
"Rua 1 lote 2, CRIXA, SAO SEBASTIAO",,apartamento,145000.0,47.0,2.0,,2.0,venda,-15.793141,-47.8543562
"Condominio Residencial 9 Bloco D, PARQUE DAS CACHOEIRAS, VALPARAISO DE GOIAS",,apartamento,150000.0,48.0,2.0,,1.0,venda,-15.8078386,-47.9377953
"QA 33, MANSOES OLINDA, AGUAS LINDAS DE GOIAS",,apartamento,160000.0,42.0,2.0,,1.0,venda,-15.7339034,-48.2810722
"SQS 111 Bloco B, ASA SUL, BRASILIA",,apartamento,3495.0,233.0,5.0,,3.0,venda,-15.8219447,-47.9124759
"SHCGN 703, ASA NORTE, BRASILIA",,apartamento,850000.0,66.0,2.0,,1.0,venda,-15.7796502,-47.8890577
"SQNW 102 Bloco C, NOROESTE, BRASILIA",,apartamento,3040.0,166.0,3.0,,3.0,venda,-15.7671098,-47.9075588
"SQN 216 Bloco G, ASA NORTE, BRASILIA",,apartamento,680000.0,45.0,1.0,,,venda,-15.7364562,-47.8896812
"QR 601, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,68000.0,31.0,1.0,,,venda,-15.8644718,-48.0961422
"SQN 107 Bloco E, ASA NORTE, BRASILIA",,apartamento,1050.0,78.0,2.0,,1.0,venda,-15.7671099,-47.884415
"QN 212, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,310000.0,50.0,2.0,,1.0,venda,-15.8616112,-48.0740725
"QR 110 Conjunto 8, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,169900.0,30.0,1.0,,1.0,venda,-15.8701935,-48.0754901
"Rua 10, PARQUE SAO BERNARDO, VALPARAISO DE GOIAS",,apartamento,140000.0,63.0,2.0,,1.0,venda,-16.0555197,-47.9843025
"QNO 12 Área Especial D, CEILANDIA NORTE, CEILANDIA",,apartamento,307990.0,59.0,2.0,,1.0,venda,-15.820354,-48.1229297
"Quadra 201 Conjunto 2, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,425000.0,67.0,3.0,,1.0,venda,-15.903042,-48.0573093
"Rua 5 Chacará 120, VICENTE PIRES, VICENTE PIRES",,apartamento,410000.0,65.0,2.0,,2.0,venda,-15.7932514,-48.0158542
"SHCES Quadra 207 Bloco I, NOVO, CRUZEIRO",,apartamento,410000.0,46.0,2.0,,,venda,-15.794468,-47.9426299
"Rua 1, CHACARAS SAIA VELHA, VALPARAISO DE GOIAS",,apartamento,210000.0,46.0,2.0,,1.0,venda,-16.1069078,-47.9642659
"Rua MINAS GERAIS, CHACARAS ANHANGUERA, VALPARAISO DE GOIAS",,apartamento,100000.0,45.0,2.0,,1.0,venda,-15.826691,-47.92182039999999
"Quadra 05, RESIDENCIAL RESERVA PARAISO, VALPARAISO DE GOIAS",,apartamento,400000.0,127.0,3.0,,2.0,venda,-16.115748,-47.9693799
"Rua 09, PARQUE SANTA RITA DE CASSIA, VALPARAISO DE GOIAS",,apartamento,115000.0,59.0,1.0,,1.0,venda,-15.826691,-47.92182039999999
"SQN 312 Bloco E, ASA NORTE, BRASILIA",,apartamento,980000.0,98.0,3.0,,,venda,-15.750886,-47.892439
"Praça 310 B QS 05, AREAL, AGUAS CLARAS",,apartamento,180000.0,50.0,2.0,,,venda,-15.8523509,-48.0321974
"SHCES Quadra 609 Bloco C, NOVO, CRUZEIRO",,apartamento,460000.0,55.0,3.0,,1.0,venda,-15.7946186,-47.9396222
"QN 14F Conjunto 2, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,105000.0,30.0,1.0,,,venda,-15.8929437,-48.0491675
"SHCES Quadra 207 Bloco I, NOVO, CRUZEIRO",,apartamento,410000.0,46.0,2.0,,,venda,-15.794468,-47.9426299
"EPTG QE 3 Bloco A 7, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,395000.0,61.0,3.0,,1.0,venda,-15.809463,-47.9887384
"QN 407 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,288155.0,41.0,2.0,,5.0,venda,-15.8732155,-48.1028372
"Quadra 05, RESIDENCIAL RESERVA PARAISO, VALPARAISO DE GOIAS",,apartamento,575000.0,127.0,4.0,,2.0,venda,-16.115748,-47.9693799
"SQN 308 Bloco I, ASA NORTE, BRASILIA",,apartamento,1650.0,123.0,3.0,,1.0,venda,-15.7646758,-47.8894887
"QE 7 Bloco K, GUARA I, GUARA",,apartamento,475000.0,70.0,2.0,,1.0,venda,-15.8078466,-47.9861592
"CLN 316 Bloco A, ASA NORTE, BRASILIA",,kitnet,270000.0,30.0,1.0,,,venda,-15.7377331,-47.8967694
"Rua 10 Chacará 179, VICENTE PIRES, VICENTE PIRES",,apartamento,180000.0,40.0,1.0,,,venda,-15.7983247,-48.0191922
"Quadra 700 Conjunto F, SETOR HABITACIONAL SOL NASCENTE, CEILANDIA",,apartamento,160000.0,55.0,2.0,,1.0,venda,-15.8387196,-48.1313323
"QN 22 Conjunto 2, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,185000.0,52.0,2.0,,1.0,venda,-15.8896634,-48.0478228
"Rua 5 Chacará 120, VICENTE PIRES, VICENTE PIRES",,apartamento,395000.0,67.0,2.0,,1.0,venda,-15.7932514,-48.0158542
"SQNW 109 Bloco D, NOROESTE, BRASILIA",,apartamento,1608.0,100.0,3.0,,1.0,venda,-15.7473572,-47.9107978
"Área Especial 4 Módulo E, GUARA II, GUARA",,apartamento,950000.0,92.0,3.0,,2.0,venda,-15.840716,-47.984031
"QR 106 Conjunto 15 A, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,289000.0,58.0,2.0,,1.0,venda,-15.8739822,-48.0803624
"Avenida Águas Claras QS 02, AREAL, AGUAS CLARAS",,apartamento,630000.0,72.0,2.0,,2.0,venda,-15.8613361,-48.0266083
"SHCES Quadra 601, NOVO, CRUZEIRO",,apartamento,510000.0,63.0,3.0,,,venda,-15.7985066,-47.9411259
"QNM 3 Conjunto G, CEILANDIA SUL, CEILANDIA",,apartamento,900000.0,250.0,3.0,,3.0,venda,-15.8205124,-48.103216
"SHCGN 714 Bloco K, ASA NORTE, BRASILIA",,apartamento,1660.0,98.0,3.0,,1.0,venda,-15.7475223,-47.8986583
"RODOVIA DF 0150 KM 4,5, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",,apartamento,135000.0,40.0,2.0,,,venda,-15.6617401,-47.8355105
"Rua 5, VILA PLANALTO, BRASILIA",,apartamento,185000.0,22.0,1.0,,,venda,-15.7920581,-47.8497107
"QD 301 Conjunto 04, NORTE, AGUAS CLARAS",,apartamento,395000.0,54.0,2.0,,1.0,venda,-15.830398,-48.017379
"Quadra 8 Conjunto 2, VICENTE PIRES, VICENTE PIRES",,apartamento,205000.0,35.0,1.0,,,venda,-15.7085509,-47.9146292
"QNL 7 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,340000.0,79.0,3.0,,2.0,venda,-15.8016557,-48.0586873
"Área Especial 4 Módulo E, GUARA II, GUARA",,apartamento,610000.0,63.0,2.0,,1.0,venda,-15.840716,-47.984031
"Quadra 01, PARQUE ESPLANADA II, VALPARAISO DE GOIAS",,apartamento,210000.0,65.0,2.0,,1.0,venda,-15.826691,-47.92182039999999
"QR 406 Conjunto 9 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,635000.0,110.0,3.0,,2.0,venda,-15.8639621,-48.0839887
"SQSW 101 Bloco G, SUDOESTE, BRASILIA",,apartamento,1300.0,95.0,3.0,,1.0,venda,-15.7995308,-47.9182177
"QS 31 Bloco B, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,170000.0,41.0,2.0,,1.0,venda,-15.9629793,-48.0215453
"QR 312 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,165000.0,31.0,1.0,,,venda,-15.8752101,-48.0712455
"Rua 12 Chacará 146, VICENTE PIRES, VICENTE PIRES",,apartamento,250000.0,62.0,3.0,,,venda,-15.7945747,-48.03370760000001
"SHCES Quadra 703, NOVO, CRUZEIRO",,apartamento,635000.0,65.0,3.0,,,venda,-15.7979763,-47.9400928
"Alameda dos Ipês, PONTE ALTA, GAMA",,apartamento,780000.0,218.0,3.0,,4.0,venda,-15.96352,-48.0506
"QMSW 5 Lote 3 Bloco A, SUDOESTE, BRASILIA",,kitnet,369000.0,24.0,1.0,,1.0,venda,-15.7960858,-47.9193291
"Rua 1 Área Especial 1, CONDOMINIO PRIVE LUCENA RORIZ, CEILANDIA",,apartamento,225600.0,45.0,2.0,,1.0,venda,-15.7925621,-47.8538757
"Rua 10, GUARA II, GUARA",,apartamento,350000.0,90.0,2.0,,,venda,-15.7975068,-48.0341504
"QC 3 Conjunto 4, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,245000.0,65.0,3.0,,1.0,venda,-15.9147517,-48.0475881
"SQS 404 Bloco Q, ASA SUL, BRASILIA",,apartamento,750000.0,77.0,3.0,,,venda,-15.8137983,-47.8894107
"Quadra Q 2 Conjunto B, SETOR DE DESENVOLVIMENTO ECONOMICO, TAGUATINGA",,apartamento,2000.0,800.0,2.0,,,venda,-15.8050345,-48.0915197
"QN 108 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,267000.0,45.0,2.0,,1.0,venda,-15.8706514,-48.0766312
"Rua MINAS GERAIS, CHACARAS ANHANGUERA, VALPARAISO DE GOIAS",,apartamento,45000.0,45.0,2.0,,1.0,venda,-15.826691,-47.92182039999999
"Avenida Buritís Quadra 201, RECANTO DAS EMAS, RECANTO DAS EMAS",,apartamento,182300.0,45.0,1.0,,1.0,venda,-15.9598834,-48.0414966
"QN 402 Conjunto D, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,240000.0,53.0,2.0,,1.0,venda,-15.8646236,-48.0903863
"Condomínio Serra Azul, SOBRADINHO, SOBRADINHO",,apartamento,130000.0,42.0,2.0,,,venda,-15.6337983,-47.84823369999999
"Alphaville Residencial 2 Quadra B, ALPHAVILLE BRASILIA, ALPHAVILLE",,apartamento,595000.0,85.0,3.0,,2.0,venda,-15.7079472,-47.9133088
"QI 8 Bloco T, GUARA I, GUARA",,apartamento,385000.0,59.0,2.0,,1.0,venda,-15.8137561,-47.9905453
"QR 406 Conjunto 9 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,170000.0,48.0,2.0,,1.0,venda,-15.8639621,-48.0839887
"SCRN 708/709 Bloco A, ASA NORTE, BRASILIA",,apartamento,280000.0,40.0,1.0,,,venda,-15.7633757,-47.8918115
"Quadra R RP5, LOTEAMENTO RAQUEL PIMENTEL, LUZIANIA",,apartamento,120000.0,46.0,2.0,,1.0,venda,-15.7081709,-47.9148844
"QR 202 Conjunto 2, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,415000.0,70.0,3.0,,,venda,-15.8706555,-48.0869775
"Rua 8 Chacará 266, VILA SAO JOSE, TAGUATINGA",,apartamento,190000.0,54.0,2.0,,,venda,-15.8335644,-48.057109
"SQS 110 Bloco I, ASA SUL, BRASILIA",,apartamento,2920.0,237.0,4.0,,2.0,venda,-15.8208317,-47.9087624
"Quadra 4, SETOR LESTE, GAMA",,apartamento,350000.0,109.0,3.0,,1.0,venda,-16.0077047,-48.0479928
"QNM 10 Conjunto F, CEILANDIA NORTE, CEILANDIA",,apartamento,1100.0,750.0,12.0,,,venda,-15.7992741,-48.1161785
"QMS 51A Bloco J, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,apartamento,268000.0,190.0,4.0,,1.0,venda,-15.6516978,-47.7575502
"QR 406 Conjunto 9 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,270000.0,50.0,2.0,,1.0,venda,-15.8639621,-48.0839887
"ADE Conjunto 26, ADE, AGUAS CLARAS",,apartamento,169000.0,70.0,2.0,,1.0,venda,-15.8740875,-48.0008798
"QS 14 Conjunto 8A, RIACHO FUNDO, RIACHO FUNDO",,apartamento,290000.0,70.0,2.0,,,venda,-15.889106,-48.0188362
"SHA Conjunto 3 Chacará 32, ARNIQUEIRA, AGUAS CLARAS",,apartamento,1300.0,260.0,3.0,,2.0,venda,-15.8117546,-48.0428413
"SQS 304 Bloco C, ASA SUL, BRASILIA",,apartamento,1370.0,161.0,3.0,,,venda,-15.8068657,-47.8958962
"QS 12, RIACHO FUNDO, RIACHO FUNDO",,apartamento,149900.0,50.0,2.0,,,venda,-15.8880961,-48.0181263
"AVENIDA 02, JARDIM CEU AZUL, VALPARAISO DE GOIAS",,apartamento,120000.0,55.0,2.0,,1.0,venda,-16.0539162,-47.9871142
"QN 502 Conjunto 9, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,290000.0,50.0,2.0,,1.0,venda,-15.883201,-48.0831138
"Quadra 9, SETOR SUL, GAMA",,apartamento,183000.0,52.0,2.0,,,venda,-16.0294552,-48.0729113
"QS 407, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,235000.0,41.0,2.0,,1.0,venda,-15.8770723,-48.1011692
"QNR 5 Conjunto N, CEILANDIA NORTE, CEILANDIA",,apartamento,322000.0,62.0,3.0,,1.0,venda,-15.7952628,-48.1620589
"SCLRN 705 Bloco A, ASA NORTE, BRASILIA",,apartamento,400000.0,75.0,2.0,,,venda,-15.772221,-47.8893185
"QR 410 Conjunto 15 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,240000.0,57.0,2.0,,1.0,venda,-15.8600943,-48.0790308
"Quadra QC 05 Bloco 06, PARQUE DAS FLORES, VALPARAISO DE GOIAS",,apartamento,135000.0,65.0,3.0,,1.0,venda,-16.0519252,-47.9800439
"SQNW 109 Bloco C, NOROESTE, BRASILIA",,apartamento,3490.0,225.0,3.0,,4.0,venda,-15.7477396,-47.9106695
"SQS 416 Bloco H, ASA SUL, BRASILIA",,apartamento,785000.0,78.0,3.0,,,venda,-15.8375139,-47.92099
"SHCES Quadra 1603, NOVO, CRUZEIRO",,apartamento,560000.0,53.0,2.0,,,venda,-15.7966828,-47.9342536
"Avenida Belém Brasília, VILA PLANALTO, BRASILIA",,apartamento,750000.0,90.0,2.0,,1.0,venda,-15.7957283,-47.8511795
"Rua 69, JARDIM CEU AZUL, VALPARAISO DE GOIAS",,apartamento,30000.0,68.0,2.0,,,venda,-16.0513139,-48.0042913
"QE 1 Bloco G, GUARA I, GUARA",,apartamento,290000.0,38.0,1.0,,1.0,venda,-15.8129776,-47.9782803
"MC 1, CONDOMÍNIO IMPÉRIO DOS NOBRES, SOBRADINHO",,kitnet,125000.0,22.0,1.0,,,venda,-15.6852548,-47.8340863
"Habitaccional Vicente Pires, VICENTE PIRES, VICENTE PIRES",,apartamento,80000.0,30.0,1.0,,,venda,-15.8032275,-48.0175522
"QN 108 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,176000.0,48.0,2.0,,1.0,venda,-15.8711438,-48.0789825
"Quadra Quadra 01, VALPARAISO I ETAPA A, VALPARAISO DE GOIAS",,apartamento,170000.0,52.0,2.0,,,venda,-16.0726075,-47.9838946
